family,n_bits,method,seeds,mean_holdout_accuracy,mean_full_accuracy,exact_full_recovery_rate,mean_gatebeam_formula_gate_refs,constructive_basis,constructive_formula_gate_upper_bound,representation_status,observed_method_status,interpretation_limit
parity,8,GateBeam,5,0.4453125,0.609375,0.0,14.4,XAG,7,circuit_compressible_with_constructive_xag_upper_bound,method_failed_exact_recovery_despite_constructive_upper_bound,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
parity,8,MLP,5,0.4328125,0.71640625,0.0,,XAG,7,circuit_compressible_with_constructive_xag_upper_bound,method_failed_exact_recovery_despite_constructive_upper_bound,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
parity,10,GateBeam,5,0.405078125,0.5109375,0.0,14.6,XAG,9,circuit_compressible_with_constructive_xag_upper_bound,method_failed_exact_recovery_despite_constructive_upper_bound,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
parity,10,MLP,5,0.68203125,0.841015625,0.0,,XAG,9,circuit_compressible_with_constructive_xag_upper_bound,method_failed_exact_recovery_despite_constructive_upper_bound,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
parity,12,GateBeam,5,0.44033203125,0.5,0.0,15.0,XAG,11,circuit_compressible_with_constructive_xag_upper_bound,method_failed_exact_recovery_despite_constructive_upper_bound,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
parity,12,MLP,5,0.98876953125,0.993408203125,0.0,,XAG,11,circuit_compressible_with_constructive_xag_upper_bound,method_failed_exact_recovery_despite_constructive_upper_bound,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
random_lut,8,GateBeam,5,0.4953125,0.6484375,0.0,14.4,,,random_lut_negative_control_no_instance_lower_bound,no_compositional_generalization,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
random_lut,8,MLP,5,0.496875,0.7484375,0.0,,,,random_lut_negative_control_no_instance_lower_bound,no_compositional_generalization,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
random_lut,10,GateBeam,5,0.515625,0.585546875,0.0,14.6,,,random_lut_negative_control_no_instance_lower_bound,no_compositional_generalization,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
random_lut,10,MLP,5,0.501953125,0.7509765625,0.0,,,,random_lut_negative_control_no_instance_lower_bound,no_compositional_generalization,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
random_lut,12,GateBeam,5,0.5080078125,0.547265625,0.0,14.8,,,random_lut_negative_control_no_instance_lower_bound,no_compositional_generalization,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
random_lut,12,MLP,5,0.5017578125,0.743212890625,0.0,,,,random_lut_negative_control_no_instance_lower_bound,no_compositional_generalization,GateBeam gate count is not an exact circuit lower bound; sampled random LUTs have no proved per-instance lower bound
