task_id,neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,binary4_gate_upper_bound,onehot_gate_upper_bound,binary4_state_bits_per_cell,onehot_state_bits_per_cell,onehot_boundary_input_states,test_cells,binary4_dynamic_gate_upper_bound,onehot_dynamic_gate_upper_bound,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,direct_median_seconds,direct_p95_seconds,binary4_median_seconds,binary4_p95_seconds,onehot_median_seconds,onehot_p95_seconds,compile_skip_reason,dataset,split
25d8a9c8,center_wire_+0_-1,2,21,282,8,290,514,672,4,10,11,9,4626,6048,1.0,1.0,0.0,0.0,3.5236007533967495e-05,4.687102045863867e-05,0.0006839599227532744,0.0007422009948641062,0.000416586990468204,0.0004295490216463804,,ARC-AGI-1,training
25ff71a9,center_wire_-1_+0,2,5,86,8,94,131,160,4,10,11,18,2358,2880,1.0,1.0,0.0,0.0,6.502505857497454e-05,7.922493387013674e-05,0.00042341300286352634,0.00046098604798316956,0.0003027321072295308,0.00033197097945958376,,ARC-AGI-1,training
29623171,moore_r2,25,48,5166,8,5174,8729,2640,4,10,11,121,1056209,319440,1.0,1.0,0.0,0.0,0.00038160907570272684,0.00039858603850007057,0.001814501010812819,0.0019184970296919346,0.0024075719993561506,0.0024173640413209796,,ARC-AGI-1,training
29ec7d0e,von_neumann_r2,13,156,8841,8,8849,16690,6708,4,10,11,324,5407560,2173392,1.0,1.0,0.0,0.0,0.000731018022634089,0.0007652899948880076,0.006753968074917793,0.006900345906615257,0.006046016933396459,0.006069117924198508,,ARC-AGI-1,training
2bcee788,moore_r2,25,195,20458,8,20466,39524,10725,4,10,11,100,3952400,1072500,1.0,1.0,0.0,0.0,0.00035444903187453747,0.0003721619723364711,0.006846352014690638,0.0068778470158576965,0.009245422086678445,0.009269329020753503,,ARC-AGI-1,training
31aa019c,von_neumann_r2,13,79,4526,8,4534,8466,3397,4,10,11,100,846600,339700,1.0,1.0,0.0,0.0,0.00024868303444236517,0.0002738969633355737,0.0027957219863310456,0.0028462629998102784,0.0026460830122232437,0.0026657989947125316,,ARC-AGI-1,training
321b1fc6,von_neumann_r2,13,31,1837,8,1845,3337,1333,4,10,11,100,333700,133300,1.0,1.0,0.0,0.0,0.00024491094518452883,0.00026936607901006937,0.0012094560079276562,0.0012406050227582455,0.0010991690214723349,0.0011452949838712811,,ARC-AGI-1,training
32597951,von_neumann_r1,5,18,481,8,489,856,630,4,10,11,289,247384,182070,1.0,1.0,0.0,0.0,0.00047682097647339106,0.0004914639284834266,0.0008569629862904549,0.0008720660116523504,0.0006137141026556492,0.0013693210203200579,,ARC-AGI-1,training
3345333e,von_neumann_r2,13,28,1668,8,1676,2781,1204,4,10,11,256,711936,308224,1.0,1.0,0.0,0.0,0.0005747100804001093,0.0005864830454811454,0.0012869590427726507,0.0013184089912101626,0.0011489229509606957,0.0011760630877688527,,ARC-AGI-1,training
3618c87e,center_wire_-1_+0,2,2,49,8,57,51,64,4,10,11,25,1275,1600,1.0,1.0,0.0,0.0,5.549797788262367e-05,6.688199937343597e-05,0.00012579094618558884,0.0001451720017939806,0.00010436400771141052,0.00011646910570561886,,ARC-AGI-1,training
36d67576,moore_r2,25,23,2565,8,2573,4699,1265,4,10,11,210,986790,265650,1.0,1.0,0.0,0.0,0.0006277660140767694,0.0006393630756065249,0.0010509589919820428,0.0010986599372699857,0.0013392979744821787,0.0013527149567380548,,ARC-AGI-1,training
36fdfd69,moore_r1,9,39,1637,8,1645,2969,1521,4,10,11,306,908514,465426,1.0,1.0,0.0,0.0,0.0005903950659558177,0.0005984590388834476,0.0017795440508052707,0.0017980539705604315,0.0013949060812592506,0.0014057009248062968,,ARC-AGI-1,training
3906de3d,moore_r2,25,38,4126,8,4134,7462,2090,4,10,11,100,746200,209000,1.0,1.0,0.0,0.0,0.0003243810497224331,0.00033382896799594164,0.0014259800082072616,0.0014645939227193594,0.0018980249296873808,0.0019183540716767311,,ARC-AGI-1,training
3aa6fb7a,von_neumann_r1,5,3,117,8,125,150,105,4,10,11,49,7350,5145,1.0,1.0,0.0,0.0,0.00010232802014797926,0.00011478201486170292,0.0001666550524532795,0.00021547102369368076,0.00014510098844766617,0.00015671795699745417,,ARC-AGI-1,training
3befdf3e,von_neumann_r2,13,85,4862,8,4870,9144,3655,4,10,11,144,1316736,526320,1.0,1.0,0.0,0.0,0.00034111307468265295,0.00036049308255314827,0.0031485639046877623,0.003199345897883177,0.002938114106655121,0.0029542020056396723,,ARC-AGI-1,training
3c9b0459,von_neumann_r1,5,24,625,8,633,1065,840,4,10,11,9,9585,7560,1.0,1.0,0.0,0.0,3.9699021726846695e-05,5.13510312885046e-05,0.0007860589539632201,0.0008215249981731176,0.0005577029660344124,0.000571429030969739,,ARC-AGI-1,training
3eda0437,moore_r2,25,33,3606,8,3614,6142,1815,4,10,11,96,589632,174240,1.0,1.0,0.0,0.0,0.00031363393645733595,0.0003228350542485714,0.0012494829716160893,0.0012746399734169245,0.0016504389932379127,0.0016710710478946567,,ARC-AGI-1,training
4258a5f9,moore_r1,9,21,916,8,924,1636,819,4,10,11,81,132516,66339,1.0,1.0,0.0,0.0,0.00018462399020791054,0.00019600905943661928,0.0008064820431172848,0.0008250989485532045,0.0006523709744215012,0.0006898069987073541,,ARC-AGI-1,training
42a50994,moore_r1,9,12,555,8,563,942,468,4,10,11,238,224196,111384,1.0,1.0,0.0,0.0,0.0004555298946797848,0.00046938599552959204,0.0005634260596707463,0.0006055720150470734,0.0004793639527633786,0.0004934709286317229,,ARC-AGI-1,training
4347f46a,von_neumann_r1,5,7,216,8,224,304,245,4,10,11,323,98192,79135,1.0,1.0,0.0,0.0,0.0005391049198806286,0.0005466840229928493,0.00039972097147256136,0.000492502935230732,0.0002982970327138901,0.0003241650993004441,,ARC-AGI-1,training
444801d8,moore_r2,25,52,5582,8,5590,10239,2860,4,10,11,100,1023900,286000,1.0,1.0,0.0,0.0,0.0003282809630036354,0.0003369000041857362,0.0019052110146731138,0.00201909092720598,0.0025262730196118355,0.002541877096518874,,ARC-AGI-1,training
4612dd53,moore_r2,25,33,3606,8,3614,6777,1815,4,10,11,169,1145313,306735,1.0,1.0,0.0,0.0,0.0005121050635352731,0.0005361340008676052,0.001375084975734353,0.0014160150894895196,0.00176046893466264,0.0017806680407375097,,ARC-AGI-1,training
50846271,von_neumann_r2,13,32,1893,8,1901,3206,1376,4,10,11,418,1340108,575168,1.0,1.0,0.0,0.0,0.0009465840412303805,0.0009576489683240652,0.0017245959024876356,0.0017512129852548242,0.0014551409985870123,0.0014840980293229222,,ARC-AGI-1,training
