task_id,selection_status,candidates_evaluated,exact_training_candidates,selection_seconds,program,program_kind,description_bits,wrapper_description_bits,total_description_bits,onehot_gates_per_cell_upper,outcome,labeled_pairs,pair_exact_count,pair_exact_rate,task_exact,matching_shape_pairs,cell_accuracy,scored_cells,mean_steps,max_steps,stop_reasons,dynamic_gate_upper_bound,local_dynamic_gate_upper_bound,fixed_point_detection_gate_upper_bound,median_seconds,p95_seconds,dataset,dataset_commit,split,task_index
4093f84a,no_exact_program,49,0,0.0007469180272892118,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,93
41e4d17e,no_exact_program,73,0,0.0053497100016102195,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,94
4258a5f9,selected,73,1,0.004900323925539851,propagate:5:0:1:8:1,propagate,21.0,8.0,29.0,47.0,solved,1,1,1.0,1.0,1,1.0,81,1.0,1.0,max_steps,3807.0,3807.0,0.0,5.890801548957825e-05,6.650702562183142e-05,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,95
4290ef0e,unsupported_shape_change,0,0,1.4349352568387985e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,96
42a50994,no_exact_program,49,0,0.000786877004429698,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,97
4347f46a,no_exact_program,49,0,0.0007459369953721762,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,98
444801d8,no_exact_program,49,0,0.00071377691347152,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,99
445eab21,unsupported_shape_change,0,0,1.161010004580021e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,100
447fd412,no_exact_program,73,0,0.00620914890896529,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,101
44d8ac46,no_exact_program,73,0,0.00480519502889365,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,102
44f52bb0,unsupported_shape_change,0,0,1.3300450518727303e-06,,,,,,,abstained,2,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,103
4522001f,unsupported_shape_change,0,0,1.0739313438534737e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,104
4612dd53,no_exact_program,73,0,0.004624022985808551,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,105
46442a0e,unsupported_shape_change,0,0,1.2119999155402184e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,106
469497ad,unsupported_shape_change,0,0,1.0880175977945328e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,107
46f33fce,unsupported_shape_change,0,0,1.0720686987042427e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,108
