task_id,neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,binary4_gate_upper_bound,onehot_gate_upper_bound,binary4_state_bits_per_cell,onehot_state_bits_per_cell,onehot_boundary_input_states,test_cells,binary4_dynamic_gate_upper_bound,onehot_dynamic_gate_upper_bound,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,direct_median_seconds,direct_p95_seconds,binary4_median_seconds,binary4_p95_seconds,onehot_median_seconds,onehot_p95_seconds,compile_skip_reason,dataset,split
135a2760,von_neumann_r1,5,10,288,8,296,454,350,4,10,11,841,381814,294350,1.0,1.0,0.0,0.0,0.0013602270046249032,0.0013781390152871609,0.000720664975233376,0.0007402480114251375,0.0005425390554592013,0.0005781369982287288,,ARC-AGI-2,evaluation
1818057f,von_neumann_r2,13,24,1444,8,1452,2463,1032,4,10,11,484,1192092,499488,1.0,1.0,0.0,0.0,0.001080131041817367,0.0011200079461559653,0.0013797050341963768,0.001430155010893941,0.0011842329986393452,0.0012004110030829906,,ARC-AGI-2,evaluation
28a6681f,moore_r2,25,28,3085,8,3093,5249,1540,4,10,11,100,524900,154000,1.0,1.0,0.0,0.0,0.00032665091566741467,0.0003372619394212961,0.001057598041370511,0.0010951809817925096,0.0014023019466549158,0.00141947902739048,,ARC-AGI-2,evaluation
31f7f899,moore_r2,25,32,3502,8,3510,5752,1760,4,10,11,289,1662328,508640,1.0,1.0,0.0,0.0,0.000862145097926259,0.0008797290502116084,0.0015298950020223856,0.0015451270155608654,0.0018658220069482923,0.0018865460297092795,,ARC-AGI-2,evaluation
332f06d7,moore_r2,25,36,3918,8,3926,6356,1980,4,10,11,400,2542400,792000,1.0,1.0,0.0,0.0,0.0012175439624115825,0.0012261439114809036,0.0018887999467551708,0.0019163170363754034,0.002245643991045654,0.002283542067743838,,ARC-AGI-2,evaluation
4c3d4a41,von_neumann_r2,13,53,3069,8,3077,5660,2279,4,10,11,320,1811200,729280,1.0,1.0,0.0,0.0,0.0011389469727873802,0.001162388944067061,0.004070198046974838,0.004100726102478802,0.003684074035845697,0.0037219859659671783,,ARC-AGI-2,evaluation
71e489b6,moore_r2,25,90,9535,8,9543,17177,4950,4,10,11,598,10271846,2960100,1.0,1.0,0.0,0.0,0.00184266094584018,0.0018756539793685079,0.00784729397855699,0.007913455017842352,0.009864308987744153,0.009904570993967354,,ARC-AGI-2,evaluation
7491f3cf,moore_r2,25,43,4646,8,4654,7826,2365,4,10,11,175,1369550,413875,1.0,1.0,0.0,0.0,0.0005346459802240133,0.000546808005310595,0.0017177730333060026,0.001846082042902708,0.0022453670389950275,0.0022529710549861193,,ARC-AGI-2,evaluation
7b80bb43,moore_r2,25,31,3398,8,3406,6024,1705,4,10,11,493,2969832,840565,1.0,1.0,0.0,0.0,0.001496292999945581,0.0015019919956102967,0.0017935700016096234,0.0018160230247303843,0.0021203740034252405,0.0021383900893852115,,ARC-AGI-2,evaluation
800d221b,moore_r2,25,195,20458,8,20466,33102,10725,4,10,11,900,29791800,9652500,1.0,1.0,0.0,0.0,0.002641365979798138,0.0026692510582506657,0.013310128008015454,0.013359208940528333,0.015842432039789855,0.015934688970446587,,ARC-AGI-2,evaluation
88e364bc,moore_r2,25,20,2253,8,2261,3841,1100,4,10,11,800,3072800,880000,1.0,1.0,0.0,0.0,0.002379796002060175,0.0024367249570786953,0.0022500139893963933,0.002287650015205145,0.002703831996768713,0.002725607017055154,,ARC-AGI-2,evaluation
8e5c0c38,moore_r1,9,13,595,8,603,1005,507,4,10,11,968,972840,490776,1.0,1.0,0.0,0.0,0.0018524209735915065,0.0018696290208026767,0.0014769620029255748,0.0015159969916567206,0.0012229080311954021,0.0012553359847515821,,ARC-AGI-2,evaluation
c7f57c3e,moore_r2,25,36,3918,8,3926,6329,1980,4,10,11,784,4961936,1552320,1.0,1.0,0.0,0.0,0.0022432419937103987,0.0023314720019698143,0.0025551560102030635,0.002614544006064534,0.0030657759634777904,0.0031316709937527776,,ARC-AGI-2,evaluation
d35bdbdc,moore_r1,9,78,3198,8,3206,5698,3042,4,10,11,300,1709400,912600,1.0,1.0,0.0,0.0,0.0006453939713537693,0.0006700369995087385,0.007935511996038258,0.008008691016584635,0.006475800997577608,0.006505102035589516,,ARC-AGI-2,evaluation
d59b0160,moore_r2,25,185,19418,8,19426,33570,10175,4,10,11,256,8593920,2604800,1.0,1.0,0.0,0.0,0.0007959440117701888,0.0008209800580516458,0.0075660820584744215,0.007659840048290789,0.009666997008025646,0.009689691010862589,,ARC-AGI-2,evaluation
dbff022c,von_neumann_r2,13,16,996,8,1004,1696,688,4,10,11,169,286624,116272,1.0,1.0,0.0,0.0,0.0003907600184902549,0.00040376302786171436,0.0006742299301549792,0.0007115539629012346,0.0006475700065493584,0.0006633490556851029,,ARC-AGI-2,evaluation
dd6b8c4b,moore_r2,25,30,3293,8,3301,4539,1650,4,10,11,242,1098438,399300,1.0,1.0,0.0,0.0,0.000770095968618989,0.0007863399805501103,0.0023265699855983257,0.0023476131027564406,0.0030539699364453554,0.0030793379992246628,,ARC-AGI-2,evaluation
de809cff,moore_r1,9,113,4598,8,4606,8481,4407,4,10,11,900,7632900,3966300,1.0,1.0,0.0,0.0,0.0017132989596575499,0.0017515519866719842,0.006975242053158581,0.006989585002884269,0.005461661028675735,0.005531861097551882,,ARC-AGI-2,evaluation
