case,family,n_inputs,seed,samples,output_ones,output_entropy_bits,truth_table_bits,best_function_language,best_function_bits,anf_terms,anf_degree,anf_gate_upper,best_robdd_nodes,best_robdd_order,threshold_exact,minimum_formula_gates,minimum_formula_exact,language,model_bits,residual_bits,total_bits,errors,empirical_error,exact,detail,selected,raw_label_baseline_bits,safe_compression_gain_bits,occam_bound_iid_illustration_delta05
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,ROBDD,206,1,211,0,0.0,1.0,"18 nodes; order=(0, 1, 5, 2, 3, 4)",0.0,68,0,1.0
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,Literal,4,67,75,24,0.375,0.0,~x0,0.0,68,0,0.6333134862374343
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,SingleGate,7,67,78,24,0.375,0.0,x0 NAND x0,0.0,68,0,0.663047729059805
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,ANF,71,1,76,0,0.0,1.0,31 nonzero coefficients,0.0,68,0,0.6553968908199699
random_balanced6_s3,random_balanced,6,3,64,32,1.0,64,TruthTable,67,31,5,88,21,0-2-5-1-3-4,0.0,,0.0,ROBDD,245,1,250,0,0.0,1.0,"21 nodes; order=(0, 2, 5, 1, 3, 4)",0.0,68,0,1.0
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,Literal,4,67,75,24,0.375,0.0,x2,0.0,68,0,0.6333134862374343
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,SingleGate,7,66,77,22,0.34375,0.0,x2 OR x5,0.0,68,0,0.631797729059805
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,ANF,70,1,75,0,0.0,1.0,36 nonzero coefficients,0.0,68,0,0.6512525409918636
random_balanced6_s4,random_balanced,6,4,64,32,1.0,64,TruthTable,67,36,5,98,21,0-1-2-5-3-4,0.0,,0.0,ROBDD,245,1,250,0,0.0,1.0,"21 nodes; order=(0, 1, 2, 5, 3, 4)",0.0,68,0,1.0
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,Literal,4,67,75,24,0.375,0.0,~x2,0.0,68,0,0.6333134862374343
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,SingleGate,7,66,77,22,0.34375,0.0,x1 XOR x5,0.0,68,0,0.631797729059805
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,ANF,71,1,76,0,0.0,1.0,32 nonzero coefficients,0.0,68,0,0.6553968908199699
random_balanced6_s5,random_balanced,6,5,64,32,1.0,64,TruthTable,67,32,5,91,21,2-3-5-1-0-4,0.0,,0.0,ROBDD,245,1,250,0,0.0,1.0,"21 nodes; order=(2, 3, 5, 1, 0, 4)",0.0,68,0,1.0
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,Literal,4,69,77,26,0.40625,0.0,x0,0.0,68,0,0.6645634862374343
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,SingleGate,7,67,78,24,0.375,0.0,x0 AND x1,0.0,68,0,0.663047729059805
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,ANF,71,1,76,0,0.0,1.0,33 nonzero coefficients,0.0,68,0,0.6553968908199699
random_balanced6_s6,random_balanced,6,6,64,32,1.0,64,TruthTable,67,33,5,102,21,0-3-5-2-1-4,0.0,,0.0,ROBDD,245,1,250,0,0.0,1.0,"21 nodes; order=(0, 3, 5, 2, 1, 4)",0.0,68,0,1.0
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,Literal,4,69,77,28,0.4375,0.0,x3,0.0,68,0,0.6958134862374343
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,SingleGate,7,69,80,28,0.4375,0.0,x0 AND x5,0.0,68,0,0.725547729059805
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,ANF,67,1,72,0,0.0,1.0,23 nonzero coefficients,0.0,68,0,0.6386581519905505
random_balanced6_s7,random_balanced,6,7,64,32,1.0,64,TruthTable,67,23,5,62,20,0-3-5-1-4-2,0.0,,0.0,ROBDD,232,1,237,0,0.0,1.0,"20 nodes; order=(0, 3, 5, 1, 4, 2)",0.0,68,0,1.0
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,Literal,4,69,77,26,0.40625,0.0,~x1,0.0,68,0,0.6645634862374343
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,SingleGate,7,68,79,40,0.625,0.0,x0 XOR x4,0.0,68,0,0.913047729059805
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,ANF,71,1,76,0,0.0,1.0,34 nonzero coefficients,0.0,68,0,0.6553968908199699
random_balanced6_s8,random_balanced,6,8,64,32,1.0,64,TruthTable,67,34,5,96,22,0-1-2-4-3-5,0.0,,0.0,ROBDD,258,1,263,0,0.0,1.0,"22 nodes; order=(0, 1, 2, 4, 3, 5)",0.0,68,0,1.0
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,Literal,4,69,77,28,0.4375,0.0,x0,0.0,68,0,0.6958134862374343
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,SingleGate,7,67,78,24,0.375,0.0,x1 NAND x3,0.0,68,0,0.663047729059805
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,ANF,71,1,76,0,0.0,1.0,32 nonzero coefficients,0.0,68,0,0.6553968908199699
random_balanced6_s9,random_balanced,6,9,64,32,1.0,64,TruthTable,67,32,5,102,21,0-1-2-5-3-4,0.0,,0.0,ROBDD,245,1,250,0,0.0,1.0,"21 nodes; order=(0, 1, 2, 5, 3, 4)",0.0,68,0,1.0
