experiment,task,method,seed,spatial_cells,steps,state_bits_per_cell,single_state_storage_bits,synchronous_double_buffer_bits,update_fraction,expected_cell_updates,evaluated_gates_per_cell,expected_gate_evaluations,total_network_gates,reachable_network_gates,active_network_gates,model_description_bits,amortized_model_bits_per_cell_update,residual_bits,total_description_bits,note
E21,random_carved_reachable,BooleanWavefrontFull,38,256,30,2,512,1024,1.0,7680.0,5,38400.0,5,5,5,75,0.009765625,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,38,256,16,2,512,1024,1.0,4096.0,5,20480.0,5,5,5,75,0.018310546875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,39,256,31,2,512,1024,1.0,7936.0,5,39680.0,5,5,5,76,0.009576612903225807,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,39,256,16,2,512,1024,1.0,4096.0,5,20480.0,5,5,5,75,0.018310546875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,0,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,0,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,1,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,1,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,2,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,2,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,3,1024,63,2,2048,4096,1.0,64512.0,5,322560.0,5,5,5,77,0.001193576388888889,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,3,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,4,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,4,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,5,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,5,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,6,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,6,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,7,1024,1,2,2048,4096,1.0,1024.0,5,5120.0,5,5,5,70,0.068359375,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,7,1024,1,2,2048,4096,1.0,1024.0,5,5120.0,5,5,5,70,0.068359375,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,8,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,8,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,9,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,9,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,10,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,10,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,11,1024,60,2,2048,4096,1.0,61440.0,5,307200.0,5,5,5,76,0.0012369791666666666,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,11,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,12,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,12,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,13,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,13,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,14,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,14,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,15,1024,1,2,2048,4096,1.0,1024.0,5,5120.0,5,5,5,70,0.068359375,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,15,1024,1,2,2048,4096,1.0,1024.0,5,5120.0,5,5,5,70,0.068359375,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,16,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,16,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,17,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,17,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,18,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,18,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,19,1024,70,2,2048,4096,1.0,71680.0,5,358400.0,5,5,5,77,0.00107421875,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,19,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,20,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,20,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,21,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,21,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,22,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,22,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,23,1024,66,2,2048,4096,1.0,67584.0,5,337920.0,5,5,5,77,0.0011393229166666667,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,23,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,24,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,24,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,25,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,25,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,26,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,26,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,27,1024,61,2,2048,4096,1.0,62464.0,5,312320.0,5,5,5,76,0.0012167008196721312,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,27,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,28,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,28,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,29,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,29,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,30,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,30,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,31,1024,63,2,2048,4096,1.0,64512.0,5,322560.0,5,5,5,77,0.001193576388888889,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,31,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,32,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,32,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,33,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,33,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,34,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,34,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,35,1024,17,2,2048,4096,1.0,17408.0,5,87040.0,5,5,5,75,0.004308363970588236,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,35,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,36,1024,526,2,2048,4096,1.0,538624.0,5,2693120.0,5,5,5,82,0.0001522397813688213,1,83,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,36,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,37,1024,280,2,2048,4096,1.0,286720.0,5,1433600.0,5,5,5,81,0.0002825055803571429,1,82,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,37,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,38,1024,62,2,2048,4096,1.0,63488.0,5,317440.0,5,5,5,76,0.0011970766129032258,1,77,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,38,1024,16,2,2048,4096,1.0,16384.0,5,81920.0,5,5,5,75,0.00457763671875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,39,1024,6,2,2048,4096,1.0,6144.0,5,30720.0,5,5,5,71,0.011555989583333334,1,72,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,39,1024,6,2,2048,4096,1.0,6144.0,5,30720.0,5,5,5,71,0.011555989583333334,1,72,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,0,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,0,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,1,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,1,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,2,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,2,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,3,4096,127,2,8192,16384,1.0,520192.0,5,2600960.0,5,5,5,80,0.00015378937007874016,1,81,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,3,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,4,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,4,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,5,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,5,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,6,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,6,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,7,4096,3,2,8192,16384,1.0,12288.0,5,61440.0,5,5,5,71,0.005777994791666667,1,72,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,7,4096,3,2,8192,16384,1.0,12288.0,5,61440.0,5,5,5,71,0.005777994791666667,1,72,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,8,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,8,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,9,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,9,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,10,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,10,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,11,4096,132,2,8192,16384,1.0,540672.0,5,2703360.0,5,5,5,80,0.00014796401515151516,1,81,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,11,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,12,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,12,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,13,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,13,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,14,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,14,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,15,4096,130,2,8192,16384,1.0,532480.0,5,2662400.0,5,5,5,80,0.00015024038461538462,1,81,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,15,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,16,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,16,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,17,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,17,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,18,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,18,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,19,4096,127,2,8192,16384,1.0,520192.0,5,2600960.0,5,5,5,80,0.00015378937007874016,1,81,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,19,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,20,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,20,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,21,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,21,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
