experiment,task,case,method,seed,width,samples,steps,accuracy,successes,unresolved_rate,mean_final_density_error,runtime_seconds,published_accuracy,rule_lut_bits,anf_description_bits,output_ones,local_semantics_source,truth_reachable,predicted_reachable,truth_distance,predicted_distance,distance_exact
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,4,32,1,526,1.0,,0.0,,0.002042400185018778,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,4,32,1,526,1.0,,0.0,,0.1526746000163257,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,4,32,1,16,0.0,,1.0,,0.002405500039458275,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,5,32,1,0,1.0,,0.0,,0.0010404998902231455,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,5,32,1,280,1.0,,0.0,,0.06711169984191656,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,5,32,1,16,1.0,,0.0,,0.006322099827229977,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,6,32,1,62,1.0,,0.0,,0.002781100105494261,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,6,32,1,62,1.0,,0.0,,0.012048600008711219,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,6,32,1,16,0.0,,1.0,,0.0024073999375104904,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,7,32,1,0,1.0,,0.0,,1.9999919459223747e-05,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,7,32,1,1,1.0,,0.0,,0.00024580000899732113,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,7,32,1,1,1.0,,0.0,,0.00019740010611712933,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,8,32,1,526,1.0,,0.0,,0.001996600069105625,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,8,32,1,526,1.0,,0.0,,0.09555190009996295,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,8,32,1,16,0.0,,1.0,,0.002943900180980563,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,9,32,1,0,1.0,,0.0,,0.0010327000636607409,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,9,32,1,280,1.0,,0.0,,0.043472700053825974,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,9,32,1,16,1.0,,0.0,,0.0035045999102294445,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,10,32,1,62,1.0,,0.0,,0.0027668001130223274,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,10,32,1,62,1.0,,0.0,,0.010926099959760904,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,10,32,1,16,0.0,,1.0,,0.0022145998664200306,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,11,32,1,0,1.0,,0.0,,0.0028780000284314156,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,11,32,1,60,1.0,,0.0,,0.010327599942684174,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,11,32,1,16,1.0,,0.0,,0.0025039000902324915,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,12,32,1,526,1.0,,0.0,,0.0025119001511484385,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,12,32,1,526,1.0,,0.0,,0.08790619997307658,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,12,32,1,16,0.0,,1.0,,0.0034777000546455383,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,13,32,1,0,1.0,,0.0,,0.0010174999479204416,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,13,32,1,280,1.0,,0.0,,0.05464650015346706,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,13,32,1,16,1.0,,0.0,,0.002232200000435114,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,14,32,1,62,1.0,,0.0,,0.0028209001757204533,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,14,32,1,62,1.0,,0.0,,0.014779600081965327,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,14,32,1,16,0.0,,1.0,,0.002184199867770076,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,15,32,1,0,1.0,,0.0,,1.4999881386756897e-05,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,15,32,1,1,1.0,,0.0,,0.00020399992354214191,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,15,32,1,1,1.0,,0.0,,0.00016580009832978249,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,16,32,1,526,1.0,,0.0,,0.0020515001378953457,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,16,32,1,526,1.0,,0.0,,0.14739129994995892,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,16,32,1,16,0.0,,1.0,,0.007933200104162097,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,17,32,1,0,1.0,,0.0,,0.0013958001509308815,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,17,32,1,280,1.0,,0.0,,0.078109199879691,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,17,32,1,16,1.0,,0.0,,0.0077800999861210585,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,18,32,1,62,1.0,,0.0,,0.0032508999574929476,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,18,32,1,62,1.0,,0.0,,0.014822999946773052,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,18,32,1,16,0.0,,1.0,,0.0021425001323223114,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,19,32,1,0,1.0,,0.0,,0.00372520019300282,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,19,32,1,70,1.0,,0.0,,0.014794199960306287,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,19,32,1,16,1.0,,0.0,,0.01041890005581081,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,20,32,1,526,1.0,,0.0,,0.0021512999664992094,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,20,32,1,526,1.0,,0.0,,0.09409639984369278,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,20,32,1,16,0.0,,1.0,,0.007851200178265572,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,21,32,1,0,1.0,,0.0,,0.001025400124490261,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,21,32,1,280,1.0,,0.0,,0.05581369996070862,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,21,32,1,16,1.0,,0.0,,0.0022046000231057405,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,22,32,1,62,1.0,,0.0,,0.007183799985796213,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,22,32,1,62,1.0,,0.0,,0.009856899967417121,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,22,32,1,16,0.0,,1.0,,0.005271200090646744,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,23,32,1,0,1.0,,0.0,,0.0026204001624137163,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,23,32,1,66,1.0,,0.0,,0.01120130019262433,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,23,32,1,16,1.0,,0.0,,0.004218800226226449,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,24,32,1,526,1.0,,0.0,,0.0033046999014914036,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,24,32,1,526,1.0,,0.0,,0.12417200021445751,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,24,32,1,16,0.0,,1.0,,0.0024886999744921923,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,25,32,1,0,1.0,,0.0,,0.0009298000950366259,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,25,32,1,280,1.0,,0.0,,0.07556420005857944,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,25,32,1,16,1.0,,0.0,,0.007958999834954739,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,26,32,1,62,1.0,,0.0,,0.008714100113138556,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,26,32,1,62,1.0,,0.0,,0.020481600193306804,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,26,32,1,16,0.0,,1.0,,0.002542800037190318,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,27,32,1,0,1.0,,0.0,,0.002831800142303109,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,27,32,1,61,1.0,,0.0,,0.021634200122207403,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,27,32,1,16,1.0,,0.0,,0.015170899918302894,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,28,32,1,526,1.0,,0.0,,0.009323999984189868,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,28,32,1,526,1.0,,0.0,,0.1785361000802368,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,28,32,1,16,0.0,,1.0,,0.0039345999248325825,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,29,32,1,0,1.0,,0.0,,0.0009457999840378761,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,29,32,1,280,1.0,,0.0,,0.09454510011710227,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,29,32,1,16,1.0,,0.0,,0.003933500032871962,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,30,32,1,62,1.0,,0.0,,0.003076799912378192,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,30,32,1,62,1.0,,0.0,,0.009241600055247545,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,30,32,1,16,0.0,,1.0,,0.01360989990644157,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,31,32,1,0,1.0,,0.0,,0.002422500168904662,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,31,32,1,63,1.0,,0.0,,0.015524700051173568,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,31,32,1,16,1.0,,0.0,,0.004650300135836005,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,32,32,1,526,1.0,,0.0,,0.003350599901750684,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,32,32,1,526,1.0,,0.0,,0.12290449999272823,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,32,32,1,16,0.0,,1.0,,0.002447800012305379,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,33,32,1,0,1.0,,0.0,,0.00862900004722178,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,33,32,1,280,1.0,,0.0,,0.0875452000182122,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,33,32,1,16,1.0,,0.0,,0.0023351002018898726,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,34,32,1,62,1.0,,0.0,,0.006366599816828966,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,34,32,1,62,1.0,,0.0,,0.010370600037276745,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,34,32,1,16,0.0,,1.0,,0.00513949990272522,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,35,32,1,0,1.0,,0.0,,0.00024290010333061218,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,35,32,1,17,1.0,,0.0,,0.003280000062659383,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,35,32,1,16,1.0,,0.0,,0.0022754999808967113,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,36,32,1,526,1.0,,0.0,,0.0018111001700162888,,,,,independent_queue_oracle,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,36,32,1,526,1.0,,0.0,,0.15210160007700324,,,,,hand_coded_boolean_recurrence,1.0,1.0,526.0,526.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,36,32,1,16,0.0,,1.0,,0.0024900001008063555,,,,,hand_coded_boolean_recurrence,1.0,0.0,526.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,37,32,1,0,1.0,,0.0,,0.002351100090891123,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,37,32,1,280,1.0,,0.0,,0.08040850004181266,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,37,32,1,16,1.0,,0.0,,0.004275999963283539,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,38,32,1,62,1.0,,0.0,,0.009324599988758564,,,,,independent_queue_oracle,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,38,32,1,62,1.0,,0.0,,0.012471300084143877,,,,,hand_coded_boolean_recurrence,1.0,1.0,62.0,62.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,38,32,1,16,0.0,,1.0,,0.002205799799412489,,,,,hand_coded_boolean_recurrence,1.0,0.0,62.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,39,32,1,0,1.0,,0.0,,4.650000482797623e-05,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,39,32,1,6,1.0,,0.0,,0.0009302000980824232,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,39,32,1,6,1.0,,0.0,,0.0009452998638153076,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,0,64,1,2078,1.0,,0.0,,0.014048099983483553,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,0,64,1,2078,1.0,,0.0,,0.7789578000083566,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,0,64,1,16,0.0,,1.0,,0.004440400050953031,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,1,64,1,0,1.0,,0.0,,0.004324299981817603,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,1,64,1,1072,1.0,,0.0,,0.4777776999399066,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,1,64,1,16,1.0,,0.0,,0.01772150001488626,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,2,64,1,126,1.0,,0.0,,0.018859799951314926,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,2,64,1,126,1.0,,0.0,,0.056660200003534555,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,2,64,1,16,0.0,,1.0,,0.003140399930998683,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,3,64,1,0,1.0,,0.0,,0.020653000101447105,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,3,64,1,127,1.0,,0.0,,0.05857960018329322,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,3,64,1,16,1.0,,0.0,,0.004655899945646524,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,4,64,1,2078,1.0,,0.0,,0.028660599840804935,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,4,64,1,2078,1.0,,0.0,,0.45022150012664497,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,4,64,1,16,0.0,,1.0,,0.002901500090956688,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,5,64,1,0,1.0,,0.0,,0.012263100128620863,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,5,64,1,1072,1.0,,0.0,,0.2384931999258697,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,5,64,1,16,1.0,,0.0,,0.003644299926236272,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,6,64,1,126,1.0,,0.0,,0.013743200106546283,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,6,64,1,126,1.0,,0.0,,0.020981600042432547,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,6,64,1,16,0.0,,1.0,,0.0026094000786542892,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,7,64,1,0,1.0,,0.0,,3.4400029107928276e-05,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,7,64,1,3,1.0,,0.0,,0.0005982001312077045,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,7,64,1,3,1.0,,0.0,,0.0005566999316215515,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,8,64,1,2078,1.0,,0.0,,0.013108299812301993,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,8,64,1,2078,1.0,,0.0,,0.6597333000972867,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,8,64,1,16,0.0,,1.0,,0.0028613999020308256,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,9,64,1,0,1.0,,0.0,,0.005810000002384186,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,9,64,1,1072,1.0,,0.0,,0.2747878998052329,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,9,64,1,16,1.0,,0.0,,0.0024653999134898186,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,10,64,1,126,1.0,,0.0,,0.014379699947312474,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,10,64,1,126,1.0,,0.0,,0.028786199865862727,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,10,64,1,16,0.0,,1.0,,0.006822099909186363,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
