truth_mask,minimum_formula_gates,parity4_minimum_formula_gates,no_more_complex_than_parity
62729,5,3,0.0
45710,5,3,0.0
6100,5,3,0.0
19825,5,3,0.0
36530,5,3,0.0
29005,5,3,0.0
36518,5,3,0.0
54358,5,3,0.0
29017,5,3,0.0
39566,5,3,0.0
38356,5,3,0.0
25969,5,3,0.0
28001,5,3,0.0
45722,5,3,0.0
6037,5,3,0.0
19813,5,3,0.0
42674,5,3,0.0
22861,5,3,0.0
31049,5,3,0.0
40610,5,3,0.0
54550,5,3,0.0
24925,5,3,0.0
47750,5,3,0.0
38740,5,3,0.0
17785,5,3,0.0
54422,5,3,0.0
38542,5,3,0.0
26993,5,3,0.0
45718,5,3,0.0
19817,5,3,0.0
41630,5,3,0.0
5845,5,3,0.0
23905,5,3,0.0
46730,5,3,0.0
18805,5,3,0.0
44690,5,3,0.0
20845,5,3,0.0
38578,5,3,0.0
26957,5,3,0.0
36502,5,3,0.0
29033,5,3,0.0
35510,5,3,0.0
30025,5,3,0.0
19571,5,3,0.0
28751,5,3,0.0
27241,5,3,0.0
27165,5,3,0.0
40354,5,3,0.0
17531,5,3,0.0
41629,5,3,0.0
27189,5,3,0.0
46474,5,3,0.0
20591,5,3,0.0
35509,5,3,0.0
40530,5,3,0.0
22226,5,3,0.0
25901,5,3,0.0
40026,5,3,0.0
29786,5,3,0.0
18341,5,3,0.0
46470,5,3,0.0
46246,5,3,0.0
19289,5,3,0.0
19065,5,3,0.0
53969,5,3,0.0
42438,5,3,0.0
42466,5,3,0.0
23069,5,3,0.0
23097,5,3,0.0
61529,5,3,0.0
47150,5,3,0.0
7540,5,3,0.0
18385,5,3,0.0
35810,5,3,0.0
29725,5,3,0.0
35558,5,3,0.0
54598,5,3,0.0
29977,5,3,0.0
39086,5,3,0.0
40276,5,3,0.0
26449,5,3,0.0
26321,5,3,0.0
47402,5,3,0.0
6517,5,3,0.0
18133,5,3,0.0
39650,5,3,0.0
53590,5,3,0.0
25885,5,3,0.0
47270,5,3,0.0
38260,5,3,0.0
18265,5,3,0.0
55622,5,3,0.0
39022,5,3,0.0
26513,5,3,0.0
47398,5,3,0.0
18137,5,3,0.0
43310,5,3,0.0
7525,5,3,0.0
22225,5,3,0.0
47210,5,3,0.0
18325,5,3,0.0
43490,5,3,0.0
22045,5,3,0.0
39778,5,3,0.0
25757,5,3,0.0
35302,5,3,0.0
30233,5,3,0.0
35750,5,3,0.0
29785,5,3,0.0
43874,5,3,0.0
21661,5,3,0.0
29849,5,3,0.0
18371,5,3,0.0
29711,5,3,0.0
26281,5,3,0.0
25005,5,3,0.0
39634,5,3,0.0
18251,5,3,0.0
43309,5,3,0.0
25509,5,3,0.0
47194,5,3,0.0
22031,5,3,0.0
35749,5,3,0.0
46662,5,3,0.0
22214,5,3,0.0
22841,5,3,0.0
46182,5,3,0.0
23654,5,3,0.0
21401,5,3,0.0
40338,5,3,0.0
40090,5,3,0.0
25445,5,3,0.0
25197,5,3,0.0
50885,5,3,0.0
39378,5,3,0.0
39370,5,3,0.0
26165,5,3,0.0
26157,5,3,0.0
52325,5,3,0.0
44090,5,3,0.0
13660,5,3,0.0
21445,5,3,0.0
41930,5,3,0.0
23605,5,3,0.0
42698,5,3,0.0
50518,5,3,0.0
22837,5,3,0.0
44186,5,3,0.0
38236,5,3,0.0
21349,5,3,0.0
58706,5,3,0.0
42106,5,3,0.0
23429,5,3,0.0
44314,5,3,0.0
21221,5,3,0.0
43322,5,3,0.0
13657,5,3,0.0
22213,5,3,0.0
44138,5,3,0.0
21397,5,3,0.0
43466,5,3,0.0
22069,5,3,0.0
42826,5,3,0.0
22709,5,3,0.0
41434,5,3,0.0
24101,5,3,0.0
41882,5,3,0.0
23653,5,3,0.0
41690,5,3,0.0
54610,5,3,0.0
23845,5,3,0.0
42170,5,3,0.0
46420,5,3,0.0
23365,5,3,0.0
23237,5,3,0.0
44330,5,3,0.0
9565,5,3,0.0
21205,5,3,0.0
43850,5,3,0.0
21685,5,3,0.0
23717,5,3,0.0
21443,5,3,0.0
23603,5,3,0.0
18873,5,3,0.0
42694,5,3,0.0
21347,5,3,0.0
43321,5,3,0.0
19353,5,3,0.0
44134,5,3,0.0
22067,5,3,0.0
41881,5,3,0.0
23209,5,3,0.0
27876,5,3,0.0
37659,5,3,0.0
10038,5,3,0.0
50766,5,3,0.0
14769,5,3,0.0
28356,5,3,0.0
37179,5,3,0.0
9078,5,3,0.0
50286,5,3,0.0
15249,5,3,0.0
25710,5,3,0.0
25836,5,3,0.0
12918,5,3,0.0
39699,5,3,0.0
59076,5,3,0.0
29538,5,3,0.0
6459,5,3,0.0
9846,5,3,0.0
29475,5,3,0.0
52806,5,3,0.0
26403,5,3,0.0
12729,5,3,0.0
29283,5,3,0.0
52932,5,3,0.0
30243,5,3,0.0
13863,5,3,0.0
26190,5,3,0.0
10086,5,3,0.0
29235,5,3,0.0
28236,5,3,0.0
14118,5,3,0.0
37299,5,3,0.0
60516,5,3,0.0
30258,5,3,0.0
5019,5,3,0.0
50406,5,3,0.0
25203,5,3,0.0
15129,5,3,0.0
52452,5,3,0.0
12903,5,3,0.0
25191,5,3,0.0
26151,5,3,0.0
19566,5,3,0.0
9783,5,3,0.0
45969,5,3,0.0
60612,5,3,0.0
30306,5,3,0.0
4923,5,3,0.0
58980,5,3,0.0
29490,5,3,0.0
6555,5,3,0.0
18030,5,3,0.0
9015,5,3,0.0
47505,5,3,0.0
18126,5,3,0.0
9063,5,3,0.0
47409,5,3,0.0
50412,5,3,0.0
25206,5,3,0.0
15123,5,3,0.0
28230,5,3,0.0
14115,5,3,0.0
37305,5,3,0.0
52812,5,3,0.0
26406,5,3,0.0
12723,5,3,0.0
25830,5,3,0.0
12915,5,3,0.0
39705,5,3,0.0
13374,5,3,0.0
15672,5,3,0.0
48156,5,3,0.0
17379,5,3,0.0
11500,5,3,0.0
12862,5,3,0.0
54035,5,3,0.0
48268,5,3,0.0
15160,5,3,0.0
17267,5,3,0.0
56348,5,3,0.0
15665,5,3,0.0
9187,5,3,0.0
27820,5,3,0.0
37715,5,3,0.0
13622,5,3,0.0
40028,5,3,0.0
25507,5,3,0.0
37590,5,3,0.0
46740,5,3,0.0
54210,5,3,0.0
18795,5,3,0.0
11388,5,3,0.0
54147,5,3,0.0
51075,5,3,0.0
53955,5,3,0.0
14905,5,3,0.0
27740,5,3,0.0
37795,5,3,0.0
34518,5,3,0.0
40596,5,3,0.0
51138,5,3,0.0
24939,5,3,0.0
50883,5,3,0.0
12606,5,3,0.0
31884,5,3,0.0
33651,5,3,0.0
60444,5,3,0.0
15921,5,3,0.0
5091,5,3,0.0
5820,5,3,0.0
33750,5,3,0.0
59715,5,3,0.0
16020,5,3,0.0
38850,5,3,0.0
49515,5,3,0.0
48150,5,3,0.0
54915,5,3,0.0
17385,5,3,0.0
13877,5,3,0.0
58066,5,3,0.0
30836,5,3,0.0
57826,5,3,0.0
34699,5,3,0.0
62160,5,3,0.0
45300,5,3,0.0
20235,5,3,0.0
49635,5,3,0.0
53729,5,3,0.0
35964,5,3,0.0
14391,5,3,0.0
29571,5,3,0.0
58320,5,3,0.0
14580,5,3,0.0
61890,5,3,0.0
50955,5,3,0.0
50146,5,3,0.0
3979,5,3,0.0
53699,5,3,0.0
53475,5,3,0.0
51910,5,3,0.0
51658,5,3,0.0
36060,5,3,0.0
49611,5,3,0.0
50633,5,3,0.0
52164,5,3,0.0
11484,5,3,0.0
52674,5,3,0.0
54051,5,3,0.0
50122,5,3,0.0
13219,5,3,0.0
50627,5,3,0.0
50379,5,3,0.0
49950,5,3,0.0
49974,5,3,0.0
34620,5,3,0.0
30915,5,3,0.0
13628,5,3,0.0
15452,5,3,0.0
50083,5,3,0.0
14899,5,3,0.0
10710,5,3,0.0
22076,5,3,0.0
50006,5,3,0.0
43459,5,3,0.0
27540,5,3,0.0
15810,5,3,0.0
27196,5,3,0.0
50026,5,3,0.0
38339,5,3,0.0
37995,5,3,0.0
31875,5,3,0.0
43324,5,3,0.0
50089,5,3,0.0
22211,5,3,0.0
11670,5,3,0.0
27060,5,3,0.0
15570,5,3,0.0
38475,5,3,0.0
37692,5,3,0.0
27843,5,3,0.0
14742,5,3,0.0
27036,5,3,0.0
15558,5,3,0.0
38499,5,3,0.0
62475,5,3,0.0
50036,5,3,0.0
57916,5,3,0.0
7619,5,3,0.0
35644,5,3,0.0
50059,5,3,0.0
29891,5,3,0.0
61515,5,3,0.0
31820,5,3,0.0
14132,5,3,0.0
33715,5,3,0.0
60460,5,3,0.0
15922,5,3,0.0
5075,5,3,0.0
36028,5,3,0.0
14395,5,3,0.0
29507,5,3,0.0
56355,5,3,0.0
50012,5,3,0.0
51772,5,3,0.0
13763,5,3,0.0
41788,5,3,0.0
23747,5,3,0.0
52323,5,3,0.0
49965,5,3,0.0
12861,5,3,0.0
49977,5,3,0.0
14397,5,3,0.0
15413,5,3,0.0
42403,5,3,0.0
19580,5,3,0.0
13367,5,3,0.0
45955,5,3,0.0
39307,5,3,0.0
14398,5,3,0.0
48172,5,3,0.0
15154,5,3,0.0
17363,5,3,0.0
31772,5,3,0.0
33763,5,3,0.0
15928,5,3,0.0
7292,5,3,0.0
58243,5,3,0.0
36816,5,3,0.0
3828,5,3,0.0
61707,5,3,0.0
53643,5,3,0.0
15668,5,3,0.0
9139,5,3,0.0
11452,5,3,0.0
12859,5,3,0.0
53835,5,3,0.0
54083,5,3,0.0
7388,5,3,0.0
12605,5,3,0.0
58147,5,3,0.0
53865,5,3,0.0
46020,5,3,0.0
13020,5,3,0.0
52515,5,3,0.0
50595,5,3,0.0
17355,5,3,0.0
50787,5,3,0.0
50793,5,3,0.0
13134,5,3,0.0
13272,5,3,0.0
45516,5,3,0.0
20019,5,3,0.0
11980,5,3,0.0
13102,5,3,0.0
53555,5,3,0.0
47308,5,3,0.0
13240,5,3,0.0
18227,5,3,0.0
53708,5,3,0.0
13265,5,3,0.0
11827,5,3,0.0
27340,5,3,0.0
38195,5,3,0.0
13142,5,3,0.0
38348,5,3,0.0
27187,5,3,0.0
13225,5,3,0.0
10188,5,3,0.0
55347,5,3,0.0
40230,5,3,0.0
47460,5,3,0.0
56370,5,3,0.0
18075,5,3,0.0
51315,5,3,0.0
13086,5,3,0.0
30924,5,3,0.0
34611,5,3,0.0
57804,5,3,0.0
13281,5,3,0.0
7731,5,3,0.0
7020,5,3,0.0
36150,5,3,0.0
58515,5,3,0.0
14820,5,3,0.0
40050,5,3,0.0
50715,5,3,0.0
45510,5,3,0.0
55395,5,3,0.0
20025,5,3,0.0
26060,5,3,0.0
39475,5,3,0.0
36198,5,3,0.0
39396,5,3,0.0
52338,5,3,0.0
26139,5,3,0.0
13157,5,3,0.0
60706,5,3,0.0
30596,5,3,0.0
60946,5,3,0.0
34939,5,3,0.0
64800,5,3,0.0
48900,5,3,0.0
16635,5,3,0.0
52755,5,3,0.0
56849,5,3,0.0
34764,5,3,0.0
13191,5,3,0.0
30771,5,3,0.0
60720,5,3,0.0
16260,5,3,0.0
64530,5,3,0.0
49275,5,3,0.0
52786,5,3,0.0
2299,5,3,0.0
56339,5,3,0.0
56835,5,3,0.0
49470,5,3,0.0
33660,5,3,0.0
13148,5,3,0.0
13772,5,3,0.0
51763,5,3,0.0
21356,5,3,0.0
50486,5,3,0.0
44179,5,3,0.0
25516,5,3,0.0
50746,5,3,0.0
40019,5,3,0.0
41884,5,3,0.0
51769,5,3,0.0
23651,5,3,0.0
29900,5,3,0.0
13172,5,3,0.0
35635,5,3,0.0
58060,5,3,0.0
13282,5,3,0.0
7475,5,3,0.0
35788,5,3,0.0
13195,5,3,0.0
29747,5,3,0.0
50996,5,3,0.0
58156,5,3,0.0
7379,5,3,0.0
33724,5,3,0.0
51259,5,3,0.0
31811,5,3,0.0
11724,5,3,0.0
53811,5,3,0.0
50492,5,3,0.0
50092,5,3,0.0
52282,5,3,0.0
15443,5,3,0.0
49725,5,3,0.0
13101,5,3,0.0
52390,5,3,0.0
52378,5,3,0.0
36300,5,3,0.0
52251,5,3,0.0
52313,5,3,0.0
52404,5,3,0.0
52434,5,3,0.0
52307,5,3,0.0
52299,5,3,0.0
13197,5,3,0.0
13253,5,3,0.0
43603,5,3,0.0
18380,5,3,0.0
13127,5,3,0.0
47155,5,3,0.0
13198,5,3,0.0
45772,5,3,0.0
13234,5,3,0.0
19763,5,3,0.0
29132,5,3,0.0
36403,5,3,0.0
39067,5,3,0.0
13288,5,3,0.0
6092,5,3,0.0
59443,5,3,0.0
13268,5,3,0.0
11059,5,3,0.0
11212,5,3,0.0
13099,5,3,0.0
54315,5,3,0.0
54323,5,3,0.0
36336,5,3,0.0
4068,5,3,0.0
61467,5,3,0.0
55323,5,3,0.0
7628,5,3,0.0
13085,5,3,0.0
57907,5,3,0.0
54825,5,3,0.0
48180,5,3,0.0
15660,5,3,0.0
49875,5,3,0.0
51795,5,3,0.0
19515,5,3,0.0
40077,5,3,0.0
51405,5,3,0.0
39117,5,3,0.0
52365,5,3,0.0
49869,5,3,0.0
52269,5,3,0.0
27849,5,3,0.0
20109,5,3,0.0
18669,5,3,0.0
11186,5,3,0.0
45626,5,3,0.0
51854,5,3,0.0
41906,5,3,0.0
13681,5,3,0.0
43182,5,3,0.0
11171,5,3,0.0
51944,5,3,0.0
13591,5,3,0.0
44712,5,3,0.0
45866,5,3,0.0
51374,5,3,0.0
43826,5,3,0.0
14161,5,3,0.0
43662,5,3,0.0
10931,5,3,0.0
52904,5,3,0.0
12631,5,3,0.0
43752,5,3,0.0
37860,5,3,0.0
15204,5,3,0.0
25659,5,3,0.0
38508,5,3,0.0
27027,5,3,0.0
37804,5,3,0.0
29484,5,3,0.0
11379,5,3,0.0
64257,5,3,0.0
55350,5,3,0.0
56358,5,3,0.0
9177,5,3,0.0
10185,5,3,0.0
47937,5,3,0.0
62988,5,3,0.0
2547,5,3,0.0
51766,5,3,0.0
52788,5,3,0.0
12747,5,3,0.0
13769,5,3,0.0
62217,5,3,0.0
36550,5,3,0.0
45622,5,3,0.0
28985,5,3,0.0
40078,5,3,0.0
37810,5,3,0.0
25457,5,3,0.0
54414,5,3,0.0
6066,5,3,0.0
11121,5,3,0.0
27489,5,3,0.0
54428,5,3,0.0
6035,5,3,0.0
11107,5,3,0.0
36564,5,3,0.0
28971,5,3,0.0
31521,5,3,0.0
50900,5,3,0.0
14635,5,3,0.0
31017,5,3,0.0
40644,5,3,0.0
45846,5,3,0.0
24891,5,3,0.0
56454,5,3,0.0
38706,5,3,0.0
9081,5,3,0.0
11113,5,3,0.0
50334,5,3,0.0
5811,5,3,0.0
15201,5,3,0.0
54924,5,3,0.0
10611,5,3,0.0
52884,5,3,0.0
12651,5,3,0.0
38612,5,3,0.0
26923,5,3,0.0
36054,5,3,0.0
29481,5,3,0.0
27753,5,3,0.0
28719,5,3,0.0
27675,5,3,0.0
39876,5,3,0.0
50331,5,3,0.0
27731,5,3,0.0
54156,5,3,0.0
53136,5,3,0.0
12399,5,3,0.0
36051,5,3,0.0
40500,5,3,0.0
14004,5,3,0.0
25419,5,3,0.0
39484,5,3,0.0
29244,5,3,0.0
10179,5,3,0.0
61617,5,3,0.0
54150,5,3,0.0
53958,5,3,0.0
11577,5,3,0.0
11385,5,3,0.0
46257,5,3,0.0
61548,5,3,0.0
3987,5,3,0.0
50086,5,3,0.0
50148,5,3,0.0
15387,5,3,0.0
15449,5,3,0.0
61497,5,3,0.0
36070,5,3,0.0
45862,5,3,0.0
29465,5,3,0.0
39118,5,3,0.0
39730,5,3,0.0
26417,5,3,0.0
55374,5,3,0.0
7026,5,3,0.0
10161,5,3,0.0
26289,5,3,0.0
55628,5,3,0.0
6515,5,3,0.0
9907,5,3,0.0
29361,5,3,0.0
36324,5,3,0.0
29211,5,3,0.0
40164,5,3,0.0
45366,5,3,0.0
25371,5,3,0.0
55494,5,3,0.0
37746,5,3,0.0
10041,5,3,0.0
9913,5,3,0.0
51534,5,3,0.0
7011,5,3,0.0
14001,5,3,0.0
55404,5,3,0.0
10131,5,3,0.0
51684,5,3,0.0
13851,5,3,0.0
40292,5,3,0.0
25243,5,3,0.0
36294,5,3,0.0
29241,5,3,0.0
52580,5,3,0.0
12955,5,3,0.0
29337,5,3,0.0
26313,5,3,0.0
29199,5,3,0.0
25035,5,3,0.0
40116,5,3,0.0
51531,5,3,0.0
26051,5,3,0.0
55356,5,3,0.0
51696,5,3,0.0
13839,5,3,0.0
36291,5,3,0.0
42668,5,3,0.0
62340,5,3,0.0
39608,5,3,0.0
56880,5,3,0.0
8655,5,3,0.0
45552,5,3,0.0
61656,5,3,0.0
59620,5,3,0.0
45682,5,3,0.0
5915,5,3,0.0
55528,5,3,0.0
45490,5,3,0.0
10007,5,3,0.0
62064,5,3,0.0
62688,5,3,0.0
2847,5,3,0.0
54504,5,3,0.0
29106,5,3,0.0
11031,5,3,0.0
53496,5,3,0.0
12039,5,3,0.0
54488,5,3,0.0
29105,5,3,0.0
11047,5,3,0.0
54500,5,3,0.0
11035,5,3,0.0
55508,5,3,0.0
10027,5,3,0.0
57588,5,3,0.0
7947,5,3,0.0
59604,5,3,0.0
5931,5,3,0.0
63696,5,3,0.0
1839,5,3,0.0
59608,5,3,0.0
5927,5,3,0.0
63684,5,3,0.0
45936,5,3,0.0
1851,5,3,0.0
56544,5,3,0.0
61746,5,3,0.0
8991,5,3,0.0
11023,5,3,0.0
50424,5,3,0.0
28851,5,3,0.0
15111,5,3,0.0
53484,5,3,0.0
12051,5,3,0.0
51444,5,3,0.0
14091,5,3,0.0
61652,5,3,0.0
3883,5,3,0.0
60624,5,3,0.0
4911,5,3,0.0
3195,5,3,0.0
43628,5,3,0.0
63540,5,3,0.0
39848,5,3,0.0
54240,5,3,0.0
11295,5,3,0.0
48912,5,3,0.0
64776,5,3,0.0
61060,5,3,0.0
46882,5,3,0.0
4475,5,3,0.0
56968,5,3,0.0
47890,5,3,0.0
8567,5,3,0.0
63264,5,3,0.0
65088,5,3,0.0
447,5,3,0.0
56904,5,3,0.0
31506,5,3,0.0
8631,5,3,0.0
57096,5,3,0.0
8439,5,3,0.0
56648,5,3,0.0
31505,5,3,0.0
8887,5,3,0.0
56900,5,3,0.0
8635,5,3,0.0
56708,5,3,0.0
8827,5,3,0.0
61188,5,3,0.0
4347,5,3,0.0
60804,5,3,0.0
4731,5,3,0.0
64896,5,3,0.0
639,5,3,0.0
60808,5,3,0.0
4727,5,3,0.0
64644,5,3,0.0
46896,5,3,0.0
891,5,3,0.0
57024,5,3,0.0
62226,5,3,0.0
8511,5,3,0.0
8383,5,3,0.0
53064,5,3,0.0
31491,5,3,0.0
12471,5,3,0.0
56844,5,3,0.0
8691,5,3,0.0
53124,5,3,0.0
12411,5,3,0.0
64772,5,3,0.0
763,5,3,0.0
60864,5,3,0.0
4671,5,3,0.0
1995,5,3,0.0
54822,5,3,0.0
13990,5,3,0.0
14681,5,3,0.0
53862,5,3,0.0
14950,5,3,0.0
13721,5,3,0.0
39828,5,3,0.0
39580,5,3,0.0
25955,5,3,0.0
25707,5,3,0.0
39348,5,3,0.0
39340,5,3,0.0
26195,5,3,0.0
26187,5,3,0.0
50860,5,3,0.0
41782,5,3,0.0
14675,5,3,0.0
51868,5,3,0.0
37690,5,3,0.0
13667,5,3,0.0
58164,5,3,0.0
49788,5,3,0.0
15747,5,3,0.0
51804,5,3,0.0
21306,5,3,0.0
13731,5,3,0.0
51996,5,3,0.0
13539,5,3,0.0
51548,5,3,0.0
21305,5,3,0.0
13987,5,3,0.0
51820,5,3,0.0
13715,5,3,0.0
51628,5,3,0.0
13907,5,3,0.0
50988,5,3,0.0
14547,5,3,0.0
50604,5,3,0.0
14931,5,3,0.0
49596,5,3,0.0
15939,5,3,0.0
50588,5,3,0.0
14947,5,3,0.0
50364,5,3,0.0
45876,5,3,0.0
15171,5,3,0.0
49884,5,3,0.0
54066,5,3,0.0
15651,5,3,0.0
15523,5,3,0.0
52044,5,3,0.0
17211,5,3,0.0
13491,5,3,0.0
52524,5,3,0.0
13011,5,3,0.0
15043,5,3,0.0
10713,5,3,0.0
50854,5,3,0.0
51545,5,3,0.0
11673,5,3,0.0
51814,5,3,0.0
50585,5,3,0.0
15561,5,3,0.0
22650,5,3,0.0
6750,5,3,0.0
30936,5,3,0.0
34599,5,3,0.0
53874,5,3,0.0
11661,5,3,0.0
22776,5,3,0.0
3678,5,3,0.0
42759,5,3,0.0
56016,5,3,0.0
20298,5,3,0.0
9519,5,3,0.0
62034,5,3,0.0
23307,5,3,0.0
3501,5,3,0.0
6942,5,3,0.0
20043,5,3,0.0
2910,5,3,0.0
31440,5,3,0.0
34095,5,3,0.0
24075,5,3,0.0
7707,5,3,0.0
53370,5,3,0.0
12165,5,3,0.0
23154,5,3,0.0
7002,5,3,0.0
19983,5,3,0.0
31344,5,3,0.0
7962,5,3,0.0
34191,5,3,0.0
63576,5,3,0.0
24078,5,3,0.0
1959,5,3,0.0
53466,5,3,0.0
19023,5,3,0.0
12069,5,3,0.0
3675,5,3,0.0
19035,5,3,0.0
23067,5,3,0.0
28794,5,3,0.0
6687,5,3,0.0
36741,5,3,0.0
19038,5,3,0.0
55896,5,3,0.0
20238,5,3,0.0
9639,5,3,0.0
31314,5,3,0.0
34221,5,3,0.0
24138,5,3,0.0
21114,5,3,0.0
44421,5,3,0.0
23322,5,3,0.0
3471,5,3,0.0
22746,5,3,0.0
3663,5,3,0.0
42789,5,3,0.0
21234,5,3,0.0
2907,5,3,0.0
44301,5,3,0.0
7230,5,3,0.0
14460,5,3,0.0
14584,5,3,0.0
3646,5,3,0.0
50951,5,3,0.0
48304,5,3,0.0
12076,5,3,0.0
17231,5,3,0.0
62516,5,3,0.0
15629,5,3,0.0
3019,5,3,0.0
30904,5,3,0.0
34631,5,3,0.0
46196,5,3,0.0
19339,5,3,0.0
7454,5,3,0.0
11821,5,3,0.0
3390,5,3,0.0
31920,5,3,0.0
33615,5,3,0.0
15885,5,3,0.0
7709,5,3,0.0
45180,5,3,0.0
20355,5,3,0.0
15476,5,3,0.0
7484,5,3,0.0
11791,5,3,0.0
31856,5,3,0.0
7964,5,3,0.0
33679,5,3,0.0
63544,5,3,0.0
15886,5,3,0.0
1991,5,3,0.0
45244,5,3,0.0
11311,5,3,0.0
20291,5,3,0.0
3645,5,3,0.0
11325,5,3,0.0
15389,5,3,0.0
28796,5,3,0.0
7199,5,3,0.0
36739,5,3,0.0
11326,5,3,0.0
48184,5,3,0.0
12046,5,3,0.0
17351,5,3,0.0
31796,5,3,0.0
33739,5,3,0.0
15916,5,3,0.0
13436,5,3,0.0
52099,5,3,0.0
15644,5,3,0.0
2959,5,3,0.0
14524,5,3,0.0
3631,5,3,0.0
51011,5,3,0.0
13556,5,3,0.0
3389,5,3,0.0
51979,5,3,0.0
3954,5,3,0.0
3894,5,3,0.0
27888,5,3,0.0
37647,5,3,0.0
4041,5,3,0.0
3926,5,3,0.0
27376,5,3,0.0
38159,5,3,0.0
4009,5,3,0.0
38384,5,3,0.0
27151,5,3,0.0
7152,5,3,0.0
58383,5,3,0.0
10104,5,3,0.0
45342,5,3,0.0
55431,5,3,0.0
11736,5,3,0.0
46158,5,3,0.0
53799,5,3,0.0
36306,5,3,0.0
58443,5,3,0.0
29229,5,3,0.0
15088,5,3,0.0
3898,5,3,0.0
50447,5,3,0.0
44272,5,3,0.0
4012,5,3,0.0
21263,5,3,0.0
50672,5,3,0.0
4037,5,3,0.0
14863,5,3,0.0
46362,5,3,0.0
44376,5,3,0.0
62478,5,3,0.0
21159,5,3,0.0
57423,5,3,0.0
23024,5,3,0.0
42511,5,3,0.0
45402,5,3,0.0
42456,5,3,0.0
61518,5,3,0.0
23079,5,3,0.0
3929,5,3,0.0
3956,5,3,0.0
37872,5,3,0.0
27663,5,3,0.0
7664,5,3,0.0
57871,5,3,0.0
18296,5,3,0.0
53534,5,3,0.0
47239,5,3,0.0
19384,5,3,0.0
53806,5,3,0.0
46151,5,3,0.0
35764,5,3,0.0
57901,5,3,0.0
29771,5,3,0.0
23792,5,3,0.0
3932,5,3,0.0
41743,5,3,0.0
51952,5,3,0.0
4042,5,3,0.0
13583,5,3,0.0
41968,5,3,0.0
4003,5,3,0.0
23567,5,3,0.0
54044,5,3,0.0
52024,5,3,0.0
61966,5,3,0.0
13511,5,3,0.0
57391,5,3,0.0
14832,5,3,0.0
50703,5,3,0.0
53564,5,3,0.0
50104,5,3,0.0
61486,5,3,0.0
15431,5,3,0.0
3897,5,3,0.0
63754,5,3,0.0
24464,5,3,0.0
64006,5,3,0.0
41071,5,3,0.0
16623,5,3,0.0
61959,5,3,0.0
62981,5,3,0.0
63756,5,3,0.0
16272,5,3,0.0
64518,5,3,0.0
49263,5,3,0.0
8431,5,3,0.0
62471,5,3,0.0
62979,5,3,0.0
61594,5,3,0.0
61606,5,3,0.0
61479,5,3,0.0
61541,5,3,0.0
61596,5,3,0.0
61638,5,3,0.0
61511,5,3,0.0
61539,5,3,0.0
4017,5,3,0.0
4049,5,3,0.0
4018,5,3,0.0
36592,5,3,0.0
3982,5,3,0.0
28943,5,3,0.0
19952,5,3,0.0
45583,5,3,0.0
43591,5,3,0.0
21488,5,3,0.0
3923,5,3,0.0
44047,5,3,0.0
42151,5,3,0.0
4052,5,3,0.0
11248,5,3,0.0
54287,5,3,0.0
4072,5,3,0.0
6128,5,3,0.0
59407,5,3,0.0
52263,5,3,0.0
58407,5,3,0.0
13808,5,3,0.0
3893,5,3,0.0
51727,5,3,0.0
49863,5,3,0.0
57927,5,3,0.0
57585,5,3,0.0
42225,5,3,0.0
49905,5,3,0.0
30945,5,3,0.0
24825,5,3,0.0
38520,5,3,0.0
27015,5,3,0.0
34776,5,3,0.0
12120,5,3,0.0
22575,5,3,0.0
34744,5,3,0.0
20280,5,3,0.0
14415,5,3,0.0
61185,5,3,0.0
58398,5,3,0.0
62490,5,3,0.0
3045,5,3,0.0
7137,5,3,0.0
44865,5,3,0.0
57886,5,3,0.0
61980,5,3,0.0
3555,5,3,0.0
7649,5,3,0.0
53025,5,3,0.0
45778,5,3,0.0
36382,5,3,0.0
19757,5,3,0.0
46258,5,3,0.0
34702,5,3,0.0
19277,5,3,0.0
54450,5,3,0.0
6030,5,3,0.0
11085,5,3,0.0
27465,5,3,0.0
54452,5,3,0.0
6023,5,3,0.0
11083,5,3,0.0
53972,5,3,0.0
11563,5,3,0.0
45780,5,3,0.0
19755,5,3,0.0
27945,5,3,0.0
28425,5,3,0.0
46800,5,3,0.0
36630,5,3,0.0
18735,5,3,0.0
62610,5,3,0.0
38670,5,3,0.0
2925,5,3,0.0
53430,5,3,0.0
5775,5,3,0.0
12105,5,3,0.0
54960,5,3,0.0
10575,5,3,0.0
62100,5,3,0.0
3435,5,3,0.0
45270,5,3,0.0
20265,5,3,0.0
30825,5,3,0.0
30759,5,3,0.0
42960,5,3,0.0
53415,5,3,0.0
30791,5,3,0.0
51120,5,3,0.0
45255,5,3,0.0
11150,5,3,0.0
36398,5,3,0.0
58034,5,3,0.0
35726,5,3,0.0
7501,5,3,0.0
43194,5,3,0.0
11147,5,3,0.0
58088,5,3,0.0
7447,5,3,0.0
47784,5,3,0.0
36650,5,3,0.0
57530,5,3,0.0
43790,5,3,0.0
8005,5,3,0.0
43698,5,3,0.0
10895,5,3,0.0
62120,5,3,0.0
3415,5,3,0.0
46620,5,3,0.0
7836,5,3,0.0
19299,5,3,0.0
42556,5,3,0.0
20028,5,3,0.0
7107,5,3,0.0
51090,5,3,0.0
50898,5,3,0.0
14637,5,3,0.0
14445,5,3,0.0
52344,5,3,0.0
50074,5,3,0.0
50136,5,3,0.0
15399,5,3,0.0
15461,5,3,0.0
45274,5,3,0.0
36634,5,3,0.0
20261,5,3,0.0
