family,train_fraction,seed,method,train_accuracy,iid_accuracy,ood_accuracy,ood_balanced_accuracy,ood_tpr,ood_tnr,ood_f1,ood_mcc,full_accuracy,full_balanced_accuracy,fit_seconds,gate_count,depth,expression
compositional,0.75,4,GateBeam,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7414501998573542,11.0,4.0,(((x6 NAND x7) AND ((x4 XOR x5) OR (x2 AND x3))) OR ((x6 NAND x7) AND ((x4 XOR x5) OR (x0 AND x1))))
compositional,0.75,4,MLP,1.0,0.9666666666666667,0.9444444444444444,0.9642857142857143,1.0,0.9285714285714286,0.8888888888888888,0.8618916073713346,0.98828125,0.9879022353230165,0.21932299993932247,,,
compositional,0.75,4,TruthMemorizer,1.0,0.5,0.2222222222222222,0.5,1.0,0.0,0.36363636363636365,0.0,0.828125,0.8135593220338984,0.0,,,
compositional,0.75,4,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
compositional,0.75,5,GateBeam,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.682766699930653,11.0,4.0,(((x6 NAND x7) AND ((x4 XOR x5) OR (x0 AND x1))) OR ((x6 NAND x7) AND ((x4 XOR x5) OR (x2 AND x3))))
compositional,0.75,5,MLP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21359100006520748,,,
compositional,0.75,5,TruthMemorizer,1.0,0.6166666666666667,0.2222222222222222,0.5,1.0,0.0,0.36363636363636365,0.0,0.85546875,0.8432203389830508,0.0,,,
compositional,0.75,5,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
compositional,0.75,6,GateBeam,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.722134199924767,11.0,4.0,(((x6 NAND x7) AND ((x4 XOR x5) OR (x2 AND x3))) OR ((x6 NAND x7) AND ((x4 XOR x5) OR (x0 AND x1))))
compositional,0.75,6,MLP,1.0,0.9333333333333333,0.6666666666666666,0.7857142857142857,1.0,0.5714285714285714,0.5714285714285714,0.47809144373375745,0.9609375,0.9576271186440678,0.2214039999525994,,,
compositional,0.75,6,TruthMemorizer,1.0,0.55,0.2222222222222222,0.5,1.0,0.0,0.36363636363636365,0.0,0.83984375,0.826271186440678,0.0,,,
compositional,0.75,6,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
compositional,0.75,7,GateBeam,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7375461000483483,11.0,4.0,(((x6 NAND x7) AND ((x4 XOR x5) OR (x0 AND x1))) OR ((x6 NAND x7) AND ((x4 XOR x5) OR (x2 AND x3))))
compositional,0.75,7,MLP,1.0,0.9666666666666667,0.8888888888888888,0.9285714285714286,1.0,0.8571428571428571,0.8,0.7559289460184544,0.984375,0.9830508474576272,0.22097550006583333,,,
compositional,0.75,7,TruthMemorizer,1.0,0.55,0.2222222222222222,0.5,1.0,0.0,0.36363636363636365,0.0,0.83984375,0.826271186440678,0.0,,,
compositional,0.75,7,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
compositional,0.75,8,GateBeam,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7016998999752104,11.0,4.0,(((x6 NAND x7) AND ((x4 XOR x5) OR (x0 AND x1))) OR ((x6 NAND x7) AND ((x4 XOR x5) OR (x2 AND x3))))
compositional,0.75,8,MLP,1.0,0.9333333333333333,0.6666666666666666,0.7857142857142857,1.0,0.5714285714285714,0.5714285714285714,0.47809144373375745,0.9609375,0.9576271186440678,0.2146576999220997,,,
compositional,0.75,8,TruthMemorizer,1.0,0.6,0.2222222222222222,0.5,1.0,0.0,0.36363636363636365,0.0,0.8515625,0.8389830508474576,0.0,,,
compositional,0.75,8,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
compositional,0.75,9,GateBeam,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7067800001241267,11.0,4.0,((((x4 XOR x5) OR (x2 AND x3)) AND (x6 NAND x7)) OR ((x6 NAND x7) AND ((x4 XOR x5) OR (x0 AND x1))))
compositional,0.75,9,MLP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22012549987994134,,,
compositional,0.75,9,TruthMemorizer,1.0,0.6166666666666667,0.2222222222222222,0.5,1.0,0.0,0.36363636363636365,0.0,0.85546875,0.8432203389830508,0.0,,,
compositional,0.75,9,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,0,GateBeam,0.9333333333333333,0.7865168539325843,0.6666666666666666,0.7272727272727273,1.0,0.45454545454545453,0.7,0.4947274449181537,0.8125,0.8125,0.7622291001025587,11.0,4.0,((x4 OR ((x2 XOR x5) XOR (x0 XOR x1))) AND ((x0 XOR (x2 XOR ~x3)) OR ((x1 XOR ~x5) OR (x3 AND x7))))
xor_heavy,0.25,0,MLP,1.0,0.43258426966292135,0.3888888888888889,0.39610389610389607,0.42857142857142855,0.36363636363636365,0.35294117647058826,-0.20385887657505022,0.5625,0.5625,0.16431039990857244,,,
xor_heavy,0.25,0,TruthMemorizer,1.0,0.5,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.609375,0.609375,0.0,,,
xor_heavy,0.25,0,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,1,GateBeam,0.9666666666666667,0.7584269662921348,0.8333333333333334,0.7857142857142857,0.5714285714285714,1.0,0.7272727272727273,0.6700593942604899,0.8125,0.8125,0.7212759000249207,15.0,4.0,((((x4 XOR ~x5) AND (x3 OR x4)) AND ((x1 XOR x2) XOR (x0 XOR ~x3))) OR (((x1 XOR ~x5) XOR (x0 XOR ~x2)) AND ((x2 XOR x6) AND (x3 NAND x4))))
xor_heavy,0.25,1,MLP,1.0,0.48314606741573035,0.4444444444444444,0.4675324675324675,0.5714285714285714,0.36363636363636365,0.4444444444444444,-0.06493506493506493,0.6015625,0.6015625,0.16586569999344647,,,
xor_heavy,0.25,1,TruthMemorizer,1.0,0.48314606741573035,0.6111111111111112,0.5,0.0,1.0,0.0,0.0,0.61328125,0.61328125,0.0,,,
xor_heavy,0.25,1,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,2,GateBeam,0.9833333333333333,0.702247191011236,0.6666666666666666,0.6753246753246753,0.7142857142857143,0.6363636363636364,0.625,0.34188172937891387,0.765625,0.765625,0.7466133998241276,15.0,4.0,((((x0 XOR ~x1) XOR (x3 AND x7)) OR ((x2 XOR ~x7) XOR (x4 XOR x5))) AND (((x0 XOR x2) XOR (x1 XOR x5)) OR ((x4 AND ~x6) OR (~x1 AND x3))))
xor_heavy,0.25,2,MLP,1.0,0.46629213483146065,0.3888888888888889,0.39610389610389607,0.42857142857142855,0.36363636363636365,0.35294117647058826,-0.20385887657505022,0.5859375,0.5859375,0.18243520008400083,,,
xor_heavy,0.25,2,TruthMemorizer,1.0,0.5,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.609375,0.609375,0.0,,,
xor_heavy,0.25,2,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,3,GateBeam,0.9833333333333333,0.9325842696629213,0.8333333333333334,0.8636363636363636,1.0,0.7272727272727273,0.8235294117647058,0.7135060680126758,0.9375,0.9375,0.7366231000050902,14.0,4.0,((((x1 AND x5) OR (x0 XOR ~x2)) XOR ((x1 XOR ~x5) XOR (x3 AND x4))) OR (((x0 XOR x1) XOR (~x2 AND x5)) AND (x5 XOR (~x0 AND ~x2))))
xor_heavy,0.25,3,MLP,1.0,0.5786516853932584,0.3333333333333333,0.3246753246753247,0.2857142857142857,0.36363636363636365,0.25,-0.34188172937891387,0.66015625,0.66015625,0.17512010014615953,,,
xor_heavy,0.25,3,TruthMemorizer,1.0,0.5056179775280899,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.61328125,0.61328125,0.0,,,
xor_heavy,0.25,3,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,4,GateBeam,0.9333333333333333,0.8651685393258427,0.7777777777777778,0.8181818181818181,1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364,0.875,0.875,0.7668715000618249,9.0,4.0,((x4 OR ((x1 XOR ~x5) XOR (x0 XOR ~x2))) AND (x3 OR ((x1 XOR ~x5) XOR (x0 XOR ~x2))))
xor_heavy,0.25,4,MLP,1.0,0.4157303370786517,0.2777777777777778,0.2532467532467533,0.14285714285714285,0.36363636363636365,0.13333333333333333,-0.48416483186574427,0.54296875,0.54296875,0.1721852000337094,,,
xor_heavy,0.25,4,TruthMemorizer,1.0,0.47752808988764045,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.59375,0.59375,0.0,,,
xor_heavy,0.25,4,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,5,GateBeam,0.9,0.8258426966292135,0.8333333333333334,0.8636363636363636,1.0,0.7272727272727273,0.8235294117647058,0.7135060680126758,0.84375,0.84375,0.7681432000827044,11.0,4.0,((((x0 NAND ~x5) XOR (x1 XOR ~x2)) OR (x4 XOR (~x0 AND x5))) AND (x3 OR ((x0 XOR x5) XOR (x1 XOR x2))))
xor_heavy,0.25,5,MLP,1.0,0.46629213483146065,0.6111111111111112,0.6298701298701299,0.7142857142857143,0.5454545454545454,0.5882352941176471,0.2548235957188128,0.6015625,0.6015625,0.20166480005718768,,,
xor_heavy,0.25,5,TruthMemorizer,1.0,0.4887640449438202,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.6015625,0.6015625,0.0,,,
xor_heavy,0.25,5,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,6,GateBeam,0.9666666666666667,0.6910112359550562,0.5,0.512987012987013,0.5714285714285714,0.45454545454545453,0.47058823529411764,0.025482359571881278,0.7421875,0.7421875,0.7366361999884248,14.0,4.0,(((x0 XOR (x4 XOR ~x5)) AND ((x2 XOR ~x3) XOR (x1 AND x4))) OR (((x0 XOR x5) XOR (x1 XOR x2)) AND ((x2 OR ~x7) AND (x4 NAND ~x5))))
xor_heavy,0.25,6,MLP,1.0,0.38764044943820225,0.6666666666666666,0.7272727272727273,1.0,0.45454545454545453,0.7,0.4947274449181537,0.55078125,0.55078125,0.16867059981450438,,,
xor_heavy,0.25,6,TruthMemorizer,1.0,0.47752808988764045,0.6111111111111112,0.5,0.0,1.0,0.0,0.0,0.609375,0.609375,0.0,,,
xor_heavy,0.25,6,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,7,GateBeam,0.9666666666666667,0.5842696629213483,0.4444444444444444,0.4935064935064935,0.7142857142857143,0.2727272727272727,0.5,-0.01413506985480439,0.6640625,0.6640625,0.6885621999390423,14.0,4.0,((((x0 XOR x2) XOR (x1 XOR x5)) AND ((x1 NAND ~x6) AND (x3 NAND x4))) OR (((x0 XOR ~x1) OR (x2 AND x5)) AND (x6 OR (~x3 AND x7))))
xor_heavy,0.25,7,MLP,1.0,0.43258426966292135,0.4444444444444444,0.4675324675324675,0.5714285714285714,0.36363636363636365,0.4444444444444444,-0.06493506493506493,0.56640625,0.56640625,0.16996859991922975,,,
xor_heavy,0.25,7,TruthMemorizer,1.0,0.4887640449438202,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.6015625,0.6015625,0.0,,,
xor_heavy,0.25,7,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,8,GateBeam,0.95,0.6685393258426966,0.6666666666666666,0.6493506493506493,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.2987012987012987,0.734375,0.734375,0.7654950998257846,12.0,4.0,((x4 OR ((x0 XOR x1) XOR (x2 XOR x5))) AND (((~x0 AND x5) XOR (~x1 AND ~x4)) OR ((x4 NAND ~x6) AND (x2 NAND x3))))
xor_heavy,0.25,8,MLP,1.0,0.4943820224719101,0.5555555555555556,0.5064935064935066,0.2857142857142857,0.7272727272727273,0.3333333333333333,0.01413506985480439,0.6171875,0.6171875,0.18261960009112954,,,
xor_heavy,0.25,8,TruthMemorizer,1.0,0.5056179775280899,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.61328125,0.61328125,0.0,,,
xor_heavy,0.25,8,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.25,9,GateBeam,0.9666666666666667,0.9269662921348315,0.9444444444444444,0.9545454545454546,1.0,0.9090909090909091,0.9333333333333333,0.8918825850158447,0.9375,0.9375,0.715879799798131,11.0,4.0,((((x0 XOR x1) XOR (x2 XOR x5)) XOR (x4 AND (x2 NAND ~x3))) OR (~x3 AND ((x0 XOR x1) XOR (x2 XOR x5))))
xor_heavy,0.25,9,MLP,1.0,0.39325842696629215,0.5555555555555556,0.5324675324675324,0.42857142857142855,0.6363636363636364,0.42857142857142855,0.06493506493506493,0.546875,0.546875,0.16667409986257553,,,
xor_heavy,0.25,9,TruthMemorizer,1.0,0.46629213483146065,0.6111111111111112,0.5,0.0,1.0,0.0,0.0,0.6015625,0.6015625,0.0,,,
xor_heavy,0.25,9,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,0,GateBeam,0.8823529411764706,0.865546218487395,0.8888888888888888,0.9090909090909092,1.0,0.8181818181818182,0.875,0.7977240352174656,0.875,0.875,0.7471318000461906,9.0,4.0,((x3 XOR ((x0 XOR x2) XOR (x1 XOR x5))) OR (~x4 AND ((x0 XOR x2) XOR (x1 XOR x5))))
xor_heavy,0.5,0,MLP,1.0,0.8067226890756303,0.8888888888888888,0.8831168831168831,0.8571428571428571,0.9090909090909091,0.8571428571428571,0.7662337662337663,0.90234375,0.90234375,0.19179189996793866,,,
xor_heavy,0.5,0,TruthMemorizer,1.0,0.5042016806722689,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.7265625,0.7265625,0.0,,,
xor_heavy,0.5,0,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,1,GateBeam,0.907563025210084,0.8403361344537815,0.8888888888888888,0.9090909090909092,1.0,0.8181818181818182,0.875,0.7977240352174656,0.875,0.875,0.7490552000235766,9.0,4.0,((~x4 AND ((x0 XOR ~x5) XOR (x1 XOR ~x2))) OR (x3 XOR ((x0 XOR ~x5) XOR (x1 XOR ~x2))))
xor_heavy,0.5,1,MLP,1.0,0.6134453781512605,0.7777777777777778,0.7402597402597402,0.5714285714285714,0.9090909090909091,0.6666666666666666,0.5229975846277625,0.8046875,0.8046875,0.20085330004803836,,,
xor_heavy,0.5,1,TruthMemorizer,1.0,0.48739495798319327,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.71875,0.71875,0.0,,,
xor_heavy,0.5,1,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,2,GateBeam,0.8991596638655462,0.865546218487395,0.7777777777777778,0.8181818181818181,1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364,0.875,0.875,0.7409405999351293,9.0,4.0,((x3 OR ((x0 XOR ~x2) XOR (x1 XOR ~x5))) AND (x4 OR ((x0 XOR ~x2) XOR (x1 XOR ~x5))))
xor_heavy,0.5,2,MLP,1.0,0.5546218487394958,0.3888888888888889,0.39610389610389607,0.42857142857142855,0.36363636363636365,0.35294117647058826,-0.20385887657505022,0.75,0.75,0.2067370000295341,,,
xor_heavy,0.5,2,TruthMemorizer,1.0,0.44537815126050423,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.69921875,0.69921875,0.0,,,
xor_heavy,0.5,2,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,3,GateBeam,0.8907563025210085,0.865546218487395,0.8333333333333334,0.7857142857142857,0.5714285714285714,1.0,0.7272727272727273,0.6700593942604899,0.875,0.875,0.7446397000458091,9.0,4.0,((~x4 AND ((x0 XOR x5) XOR (x1 XOR x2))) OR (~x3 AND ((x0 XOR x5) XOR (x1 XOR x2))))
xor_heavy,0.5,3,MLP,1.0,0.6554621848739496,0.7222222222222222,0.7467532467532467,0.8571428571428571,0.6363636363636364,0.7058823529411765,0.48416483186574427,0.8203125,0.8203125,0.20019060000777245,,,
xor_heavy,0.5,3,TruthMemorizer,1.0,0.5126050420168067,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.73046875,0.73046875,0.0,,,
xor_heavy,0.5,3,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,4,GateBeam,0.8991596638655462,0.8151260504201681,0.6666666666666666,0.6493506493506493,0.5714285714285714,0.7272727272727273,0.5714285714285714,0.2987012987012987,0.84375,0.84375,0.7768450998701155,12.0,4.0,((((x0 NAND x5) XOR (x1 XOR x2)) AND ((~x0 AND ~x5) XOR (x3 XOR x4))) OR (~x4 AND ((x0 XOR ~x1) XOR (x2 XOR ~x5))))
xor_heavy,0.5,4,MLP,1.0,0.7647058823529411,0.7222222222222222,0.7207792207792207,0.7142857142857143,0.7272727272727273,0.6666666666666666,0.4332001127219817,0.87109375,0.87109375,0.2092265000101179,,,
xor_heavy,0.5,4,TruthMemorizer,1.0,0.46218487394957986,0.6111111111111112,0.5,0.0,1.0,0.0,0.0,0.72265625,0.72265625,0.0,,,
xor_heavy,0.5,4,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,5,GateBeam,0.907563025210084,0.8487394957983193,0.8333333333333334,0.7857142857142857,0.5714285714285714,1.0,0.7272727272727273,0.6700593942604899,0.875,0.875,0.7742941998876631,9.0,4.0,((~x3 AND ((x1 XOR x2) XOR (x0 XOR x5))) OR (~x4 AND ((x1 XOR x2) XOR (x0 XOR x5))))
xor_heavy,0.5,5,MLP,1.0,0.8151260504201681,0.7777777777777778,0.7402597402597402,0.5714285714285714,0.9090909090909091,0.6666666666666666,0.5229975846277625,0.8984375,0.8984375,0.19337320001795888,,,
xor_heavy,0.5,5,TruthMemorizer,1.0,0.47058823529411764,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.7109375,0.7109375,0.0,,,
xor_heavy,0.5,5,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,6,GateBeam,0.907563025210084,0.8487394957983193,0.8333333333333334,0.7857142857142857,0.5714285714285714,1.0,0.7272727272727273,0.6700593942604899,0.875,0.875,0.7705176000017673,12.0,4.0,((((x3 OR ~x7) XOR (x0 XOR ~x4)) XOR ((x1 XOR ~x5) XOR (~x2 AND x3))) AND (x3 OR ((x0 XOR ~x1) XOR (x2 XOR ~x5))))
xor_heavy,0.5,6,MLP,1.0,0.8235294117647058,0.6666666666666666,0.6753246753246753,0.7142857142857143,0.6363636363636364,0.625,0.34188172937891387,0.89453125,0.89453125,0.21847209986299276,,,
xor_heavy,0.5,6,TruthMemorizer,1.0,0.4957983193277311,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.72265625,0.72265625,0.0,,,
xor_heavy,0.5,6,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,7,GateBeam,0.9411764705882353,0.8151260504201681,0.8333333333333334,0.8636363636363636,1.0,0.7272727272727273,0.8235294117647058,0.7135060680126758,0.875,0.875,0.8192871999926865,11.0,4.0,((((x0 XOR x5) XOR (x1 XOR x2)) XOR (x4 XOR (~x3 AND ~x7))) OR (~x3 AND ((x0 XOR x5) XOR (x1 XOR x2))))
xor_heavy,0.5,7,MLP,1.0,0.6974789915966386,0.8333333333333334,0.8116883116883117,0.7142857142857143,0.9090909090909091,0.7692307692307693,0.6446583712203042,0.84765625,0.84765625,0.199086100095883,,,
xor_heavy,0.5,7,TruthMemorizer,1.0,0.48739495798319327,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.71875,0.71875,0.0,,,
xor_heavy,0.5,7,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,8,GateBeam,0.907563025210084,0.8571428571428571,0.7777777777777778,0.8181818181818181,1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364,0.875,0.875,0.7690318999812007,9.0,4.0,((x4 OR ((x1 XOR ~x2) XOR (x0 XOR ~x5))) AND (x3 OR ((x1 XOR ~x2) XOR (x0 XOR ~x5))))
xor_heavy,0.5,8,MLP,1.0,0.8487394957983193,0.7777777777777778,0.7922077922077921,0.8571428571428571,0.7272727272727273,0.75,0.5698028822981898,0.9140625,0.9140625,0.2003165998030454,,,
xor_heavy,0.5,8,TruthMemorizer,1.0,0.5126050420168067,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.73046875,0.73046875,0.0,,,
xor_heavy,0.5,8,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.5,9,GateBeam,0.8907563025210085,0.8571428571428571,0.8888888888888888,0.9090909090909092,1.0,0.8181818181818182,0.875,0.7977240352174656,0.875,0.875,0.771574400132522,9.0,4.0,((x4 XOR ((x0 XOR x2) XOR (x1 XOR x5))) OR (~x3 AND ((x0 XOR x2) XOR (x1 XOR x5))))
xor_heavy,0.5,9,MLP,1.0,0.7815126050420168,0.5,0.487012987012987,0.42857142857142855,0.5454545454545454,0.4,-0.025482359571881278,0.86328125,0.86328125,0.19645299995318055,,,
xor_heavy,0.5,9,TruthMemorizer,1.0,0.46218487394957986,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.70703125,0.70703125,0.0,,,
xor_heavy,0.5,9,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.75,0,GateBeam,0.8876404494382022,0.85,0.8333333333333334,0.7857142857142857,0.5714285714285714,1.0,0.7272727272727273,0.6700593942604899,0.875,0.875,0.7666645999997854,9.0,4.0,((~x4 AND ((x0 XOR x5) XOR (x1 XOR x2))) OR (~x3 AND ((x0 XOR x5) XOR (x1 XOR x2))))
xor_heavy,0.75,0,MLP,1.0,0.9833333333333333,0.7777777777777778,0.7402597402597402,0.5714285714285714,0.9090909090909091,0.6666666666666666,0.5229975846277625,0.98046875,0.98046875,0.22615349991247058,,,
xor_heavy,0.75,0,TruthMemorizer,1.0,0.5333333333333333,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.84765625,0.84765625,0.0,,,
xor_heavy,0.75,0,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.75,1,GateBeam,0.8876404494382022,0.85,0.8333333333333334,0.7857142857142857,0.5714285714285714,1.0,0.7272727272727273,0.6700593942604899,0.875,0.875,0.7642165999859571,9.0,4.0,((~x3 AND ((x0 XOR ~x1) XOR (x2 XOR ~x5))) OR (~x4 AND ((x0 XOR ~x1) XOR (x2 XOR ~x5))))
xor_heavy,0.75,1,MLP,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.984375,0.2201403002254665,,,
xor_heavy,0.75,1,TruthMemorizer,1.0,0.48333333333333334,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.8359375,0.8359375,0.0,,,
xor_heavy,0.75,1,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.75,2,GateBeam,0.9719101123595506,0.9833333333333333,0.8888888888888888,0.9090909090909092,1.0,0.8181818181818182,0.875,0.7977240352174656,0.96875,0.96875,0.7313604999799281,15.0,4.0,((((x0 AND x5) OR (x1 XOR ~x2)) XOR ((x0 XOR ~x5) XOR (x3 AND x4))) OR (((x0 NAND ~x5) AND (x1 XOR x2)) AND ((x0 XOR ~x5) XOR (x3 AND x4))))
xor_heavy,0.75,2,MLP,1.0,0.9833333333333333,0.8333333333333334,0.7857142857142857,0.5714285714285714,1.0,0.7272727272727273,0.6700593942604899,0.984375,0.984375,0.21855590003542602,,,
xor_heavy,0.75,2,TruthMemorizer,1.0,0.5333333333333333,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.84765625,0.84765625,0.0,,,
xor_heavy,0.75,2,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.75,3,GateBeam,0.8932584269662921,0.85,0.7777777777777778,0.8181818181818181,1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364,0.875,0.875,0.7630622000433505,9.0,4.0,((x4 OR ((x0 XOR ~x5) XOR (x1 XOR ~x2))) AND (x3 OR ((x0 XOR ~x5) XOR (x1 XOR ~x2))))
xor_heavy,0.75,3,MLP,1.0,0.8833333333333333,0.7777777777777778,0.7142857142857143,0.42857142857142855,1.0,0.6,0.5606119105813882,0.95703125,0.95703125,0.22354259993880987,,,
xor_heavy,0.75,3,TruthMemorizer,1.0,0.45,0.3888888888888889,0.5,1.0,0.0,0.56,0.0,0.828125,0.828125,0.0,,,
xor_heavy,0.75,3,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
xor_heavy,0.75,4,GateBeam,0.9269662921348315,0.7666666666666667,0.7222222222222222,0.6428571428571428,0.2857142857142857,1.0,0.4444444444444444,0.44320263021395917,0.875,0.875,0.7479383000172675,15.0,4.0,((((x1 XOR ~x5) XOR (x0 XOR ~x2)) XOR ((x1 XOR x2) AND (x3 AND x4))) AND (((x0 XOR ~x5) AND (x1 NAND x2)) OR ((x1 XOR x2) XOR (x3 XOR x4))))
xor_heavy,0.75,4,MLP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21607930003665388,,,
xor_heavy,0.75,4,TruthMemorizer,1.0,0.4,0.6111111111111112,0.5,0.0,1.0,0.0,0.0,0.83203125,0.83203125,0.0,,,
xor_heavy,0.75,4,OracleRule,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,known target rule (not learned)
