run,suite,cohort,source_commit,task_id,variant,seed,status,deployment_eligible,strict_hard_task_exact,selected_by_demo,hard_demo_task_exact,hard_demo_cell_accuracy,hard_task_exact,hard_cell_accuracy,soft_task_exact,hardening_task_drop,selected_horizon,state_bits_per_cell,parameter_count,parameter_storage_bits,hard_fixed_width_circuit_bits,active_non_passthrough_gates,hard_gates_per_cell_step,test_dynamic_gate_evaluations,dense_macs_per_cell_step,test_dense_macs,test_state_bit_updates,hard_export_equivalent,elapsed_seconds
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aedd82e4,dl1,0,trained,0.0,0.0,1.0,0.0,0.6481481481481481,0.0,0.75,0.0,0.0,1,4,2624,83968,2704,7,164,3280,,,80,1.0,6.39688668504823
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aedd82e4,dl1_wide,2,trained,0.0,0.0,1.0,0.0,0.7870370370370371,0.0,0.85,0.0,0.0,1,4,7744,247808,8376,29,484,9680,,,80,1.0,7.405974532011896
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aedd82e4,dlc1,1,trained,0.0,0.0,1.0,0.0,0.5370370370370371,0.0,0.6,0.0,0.0,1,4,7744,247808,8888,32,484,9680,,,80,1.0,7.610099522978999
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aedd82e4,dlr,1,trained,0.0,0.0,1.0,0.0,0.35185185185185186,0.0,0.25,0.0,0.0,1,12,4160,133120,4472,65,260,5200,,,240,1.0,15.434174909023568
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,ba97ae07,sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.9393939393939394,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,ba97ae07,d4_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.9393939393939394,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,ba97ae07,d4_bgpad_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.9393939393939394,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,ba97ae07,dl1,1,trained,0.0,0.0,1.0,0.0,0.7708333333333334,0.0,0.9393939393939394,0.0,0.0,1,4,2624,83968,2704,16,164,10824,,,264,1.0,8.268750941962935
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,ba97ae07,dl1_wide,1,trained,0.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.5454545454545454,0.0,0.0,1,4,7744,247808,8376,42,484,31944,,,264,1.0,9.28245896298904
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,ba97ae07,dlc1,0,trained,0.0,0.0,1.0,0.0,0.9077380952380952,0.0,0.8787878787878788,0.0,0.0,1,4,7744,247808,8888,38,484,31944,,,264,1.0,9.468671708018519
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,ba97ae07,dlr,2,trained,0.0,0.0,1.0,0.0,0.9702380952380952,0.0,0.9393939393939394,0.0,0.0,1,12,4160,133120,4472,74,260,17160,,,792,1.0,18.15523074194789
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,342ae2ed,sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,342ae2ed,d4_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,342ae2ed,d4_bgpad_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,342ae2ed,dlr,0,trained,0.0,0.0,1.0,0.0,0.7786458333333334,0.0,0.75,0.0,0.0,1,12,4160,133120,4472,94,260,66560,,,3072,1.0,20.380824933061376
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,342ae2ed,dlo,2,trained,0.0,0.0,1.0,0.0,0.8463541666666666,0.0,0.78125,0.0,0.0,1,12,5440,174080,6536,99,340,87040,,,3072,1.0,17.867278437013738
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,342ae2ed,mlp,2,trained,0.0,0.0,1.0,0.0,0.9166666666666666,0.0,0.8046875,0.0,0.0,2,12,57900,1852800,,0,,,57600,29491200,6144,,6.809636665973812
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,465b7d93,sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,465b7d93,d4_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,465b7d93,d4_bgpad_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,465b7d93,dlr,2,trained,0.0,0.0,1.0,0.0,0.7966666666666666,0.0,0.61,0.0,0.0,1,12,4160,133120,4472,96,260,26000,,,1200,1.0,17.76002177398186
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,465b7d93,dlo,2,trained,0.0,0.0,1.0,0.0,0.9166666666666666,0.0,0.86,0.0,0.0,1,12,5440,174080,6536,113,340,34000,,,1200,1.0,17.957487647072412
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,465b7d93,mlp,0,trained,1.0,0.0,1.0,1.0,1.0,0.0,0.89,0.0,0.0,8,12,57900,1852800,,0,,,57600,46080000,9600,,6.432545506977476
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,94be5b80,sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,94be5b80,d4_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,94be5b80,d4_bgpad_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,94be5b80,dlr,0,trained,0.0,0.0,1.0,0.0,0.7758985200845666,0.0,0.8148148148148148,0.0,0.0,1,12,4160,133120,4472,80,260,70200,,,3240,1.0,17.14463284390513
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,94be5b80,dlo,1,trained,0.0,0.0,1.0,0.0,0.7991543340380549,0.0,0.7851851851851852,0.0,0.0,1,12,5440,174080,6536,92,340,91800,,,3240,1.0,16.838314877008088
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,94be5b80,mlp,0,trained,0.0,0.0,1.0,0.0,0.985200845665962,0.0,0.7888888888888889,0.0,0.0,8,12,57900,1852800,,0,,,57600,124416000,25920,,6.024554055999033
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,a3f84088,sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,a3f84088,d4_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,a3f84088,d4_bgpad_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,a3f84088,dlr,0,trained,0.0,0.0,1.0,0.0,0.4245742092457421,0.0,0.4388888888888889,0.0,0.0,1,12,4160,133120,4472,60,260,234000,,,10800,1.0,18.684547886950895
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,a3f84088,dlo,1,trained,0.0,0.0,1.0,0.0,0.4245742092457421,0.0,0.4388888888888889,0.0,0.0,1,12,5440,174080,6536,75,340,306000,,,10800,1.0,17.424962677061558
diffarc_formal_probe_conflict_4f54aa4,arc,local_conflict,4f54aa45d1e6328d96352028375718b7506d926a,a3f84088,mlp,0,trained,0.0,0.0,1.0,0.0,0.8771289537712895,0.0,0.6033333333333334,0.0,0.0,8,12,57900,1852800,,0,,,57600,414720000,86400,,7.85281913599465
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,84f2aca1,sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,84f2aca1,d4_sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,84f2aca1,d4_bgpad_sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,84f2aca1,dl1,2,trained,0.0,0.0,1.0,0.0,0.7349884526558892,0.0,0.6666666666666666,0.0,0.0,1,4,2624,83968,2704,15,164,25584,,,624,1.0,10.312934614950791
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,84f2aca1,dl1_wide,0,trained,0.0,0.0,1.0,0.0,0.7664549653579676,0.0,0.7115384615384616,0.0,0.0,1,4,7744,247808,8376,44,484,75504,,,624,1.0,12.494855067925528
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,bb43febb,sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,bb43febb,d4_sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,bb43febb,d4_bgpad_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.84,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,bb43febb,dl1,0,trained,0.0,0.0,1.0,0.0,0.785,0.0,0.71,0.0,0.0,1,4,2624,83968,2704,11,164,16400,,,400,1.0,5.612588948104531
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,bb43febb,dl1_wide,0,trained,0.0,0.0,1.0,0.0,0.87,0.0,0.76,0.0,0.0,1,4,7744,247808,8376,37,484,48400,,,400,1.0,6.3795253180433065
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,c8f0f002,sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,c8f0f002,d4_sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,c8f0f002,d4_bgpad_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.9333333333333333,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,c8f0f002,dl1,1,trained,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,4,2624,83968,2704,20,164,2460,,,60,1.0,5.928442987031303
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,c8f0f002,dl1_wide,2,trained,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,4,7744,247808,8376,58,484,7260,,,60,1.0,6.339056542958133
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,dc1df850,sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,dc1df850,d4_sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,dc1df850,d4_bgpad_sparse,-1,selected,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,dc1df850,dl1,1,trained,0.0,0.0,1.0,0.0,0.7339449541284404,0.0,0.74,0.0,0.0,1,4,2624,83968,2704,10,164,16400,,,400,1.0,6.816563805099577
diffarc_formal_probe_positive_4f54aa4,arc,positive,4f54aa45d1e6328d96352028375718b7506d926a,dc1df850,dl1_wide,1,trained,0.0,0.0,1.0,0.0,0.3302752293577982,0.0,0.28,0.0,0.0,1,4,7744,247808,8376,34,484,48400,,,400,1.0,7.027178262942471
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,1b8318e3,sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.9244444444444444,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,1b8318e3,d4_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.9244444444444444,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,1b8318e3,d4_bgpad_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,1b8318e3,dlo,0,trained,0.0,0.0,1.0,0.0,0.8618181818181818,0.0,0.8711111111111111,0.0,0.0,1,12,5440,174080,6536,107,340,76500,,,2700,1.0,20.74198141496163
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,1b8318e3,dlf,1,trained,0.0,0.0,1.0,0.0,0.8618181818181818,0.0,0.8711111111111111,0.0,0.0,1,12,5952,190464,7176,88,372,83700,,,2700,1.0,29.490267604007386
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,1b8318e3,mlp,1,trained,0.0,0.0,1.0,0.0,0.9927272727272727,0.0,0.9288888888888889,0.0,0.0,8,12,57900,1852800,,0,,,57600,103680000,21600,,6.302981065935455
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,6e82a1ae,sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.86,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,6e82a1ae,d4_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.93,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,6e82a1ae,d4_bgpad_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.94,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,6e82a1ae,dlo,2,trained,0.0,0.0,1.0,0.0,0.9,0.0,0.88,0.0,0.0,1,12,5440,174080,6536,88,340,34000,,,1200,1.0,18.4629899780266
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,6e82a1ae,dlf,0,trained,0.0,0.0,1.0,0.0,0.875,0.0,0.85,0.0,0.0,1,12,5952,190464,7176,85,372,37200,,,1200,1.0,30.36046419199556
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,6e82a1ae,mlp,2,trained,1.0,0.0,1.0,1.0,1.0,0.0,0.96,0.0,0.0,4,12,57900,1852800,,0,,,57600,23040000,4800,,8.093288666103035
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,e734a0e8,sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.8373702422145328,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,e734a0e8,d4_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.8373702422145328,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,e734a0e8,d4_bgpad_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,e734a0e8,dlo,1,trained,0.0,0.0,1.0,0.0,0.8723076923076923,0.0,0.8269896193771626,0.0,0.0,1,12,5440,174080,6536,86,340,98260,,,3468,1.0,16.837931128917262
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,e734a0e8,dlf,1,trained,0.0,0.0,1.0,0.0,0.6430769230769231,0.0,0.6262975778546713,0.0,0.0,1,12,5952,190464,7176,87,372,107508,,,3468,1.0,29.055663212086074
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,e734a0e8,mlp,1,trained,0.0,0.0,1.0,0.0,0.9984615384615385,0.0,0.7750865051903114,0.0,0.0,4,12,57900,1852800,,0,,,57600,66585600,13872,,6.215086432988755
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,fc754716,sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.5396825396825397,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,fc754716,d4_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.5396825396825397,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,fc754716,d4_bgpad_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.5396825396825397,,,,,,,,,,,,,,,
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,fc754716,dlo,1,trained,0.0,0.0,1.0,0.0,0.40476190476190477,0.0,0.12698412698412698,0.0,0.0,2,12,5440,174080,6536,77,340,42840,,,1512,1.0,17.09454730094876
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,fc754716,dlf,0,trained,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,2,12,5952,190464,7176,87,372,46872,,,1512,1.0,29.186244397074915
diffarc_formal_probe_representation_4f54aa4,arc,representation_gap,4f54aa45d1e6328d96352028375718b7506d926a,fc754716,mlp,0,trained,1.0,0.0,1.0,1.0,1.0,0.0,0.5555555555555556,0.0,0.0,4,12,57900,1852800,,0,,,57600,14515200,3024,,5.150450507062487
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,80214e03,sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,80214e03,d4_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,80214e03,d4_bgpad_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,80214e03,dlf,0,unsupported_shape_program,nan,nan,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.00015984196215867996
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,80214e03,mlp,0,unsupported_shape_program,nan,nan,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.070507854223251e-05
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,9110e3c5,sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,9110e3c5,d4_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,9110e3c5,d4_bgpad_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,9110e3c5,dlf,1,trained,0.0,0.0,1.0,0.0,0.6825396825396826,0.0,0.6111111111111112,0.0,0.0,2,12,5952,190464,7176,71,372,72912,,,2352,1.0,26.017017478006892
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,9110e3c5,mlp,0,trained,1.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,4,12,57900,1852800,,0,,,57600,22579200,4704,,5.623820764943957
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ae4f1146,sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ae4f1146,d4_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ae4f1146,d4_bgpad_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ae4f1146,dlf,0,trained,0.0,0.0,1.0,0.0,0.5277777777777778,0.0,0.5555555555555556,0.0,0.0,4,12,5952,190464,7176,91,372,120528,,,3888,1.0,27.184462736011483
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ae4f1146,mlp,0,trained,1.0,0.0,1.0,1.0,1.0,0.0,0.4444444444444444,0.0,0.0,8,12,57900,1852800,,0,,,57600,37324800,7776,,6.3411289809737355
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ce602527,sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ce602527,d4_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ce602527,d4_bgpad_sparse,-1,unsupported_shape_change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ce602527,dlf,0,unsupported_shape_program,nan,nan,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.00015319790691137314
diffarc_formal_probe_shape_4f54aa4,arc,shape_change,4f54aa45d1e6328d96352028375718b7506d926a,ce602527,mlp,0,unsupported_shape_program,nan,nan,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0004997067153454e-05
diffarc_formal_syn_context_4f54aa4,synthetic,synthetic,4f54aa45d1e6328d96352028375718b7506d926a,syn_global_marker,sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_syn_context_4f54aa4,synthetic,synthetic,4f54aa45d1e6328d96352028375718b7506d926a,syn_global_marker,d4_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
diffarc_formal_syn_context_4f54aa4,synthetic,synthetic,4f54aa45d1e6328d96352028375718b7506d926a,syn_global_marker,d4_bgpad_sparse,-1,no_deterministic_local_rule,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
