run,suite,cohort,source_commit,task_id,variant,seed,status,deployment_eligible,strict_hard_task_exact,selected_by_demo,hard_demo_task_exact,hard_demo_cell_accuracy,hard_task_exact,hard_cell_accuracy,soft_task_exact,hardening_task_drop,selected_horizon,state_bits_per_cell,parameter_count,parameter_storage_bits,hard_fixed_width_circuit_bits,active_non_passthrough_gates,hard_gates_per_cell_step,test_dynamic_gate_evaluations,dense_macs_per_cell_step,test_dense_macs,test_state_bit_updates,hard_export_equivalent,elapsed_seconds
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,9968a131,dlc1,0,trained,0.0,0.0,1.0,0.0,0.6730769230769231,0.0,0.72,0.0,0.0,1,4,7744,247808,8888,47,484,12100,,,100,1.0,6.164741997024976
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,9968a131,dlr,0,trained,0.0,0.0,1.0,0.0,0.3076923076923077,0.0,0.2,0.0,0.0,4,12,4160,133120,4472,77,260,26000,,,1200,1.0,14.817069336073473
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aabf363d,sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.673469387755102,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aabf363d,d4_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.673469387755102,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aabf363d,d4_bgpad_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.673469387755102,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aabf363d,dl1,1,trained,0.0,0.0,1.0,0.0,0.9081632653061225,0.0,0.673469387755102,0.0,0.0,1,4,2624,83968,2704,6,164,8036,,,196,1.0,6.111756552010775
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aabf363d,dl1_wide,1,trained,1.0,0.0,1.0,1.0,1.0,0.0,0.5306122448979592,0.0,0.0,1,4,7744,247808,8376,44,484,23716,,,196,1.0,5.027609853073955
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aabf363d,dlc1,0,trained,0.0,0.0,1.0,0.0,0.8775510204081632,0.0,0.5306122448979592,0.0,0.0,1,4,7744,247808,8888,33,484,23716,,,196,1.0,6.9907078800024465
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aabf363d,dlr,0,trained,0.0,0.0,1.0,0.0,0.8571428571428571,0.0,0.6122448979591837,0.0,0.0,4,12,4160,133120,4472,96,260,50960,,,2352,1.0,15.869309891946614
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aedd82e4,sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.85,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aedd82e4,d4_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.95,,,,,,,,,,,,,,,
diffarc_formal_dev_core_4f54aa4,arc,dev_low_mdl,4f54aa45d1e6328d96352028375718b7506d926a,aedd82e4,d4_bgpad_sparse,-1,selected,1.0,0.0,1.0,1.0,1.0,0.0,0.9,,,,,,,,,,,,,,,
