active_non_passthrough_gates,augmentation_lodo_cell_accuracy,augmentation_lodo_pair_exact,augmentation_policy,dense_macs_per_cell_step,deployment_demo_cell_accuracy,deployment_demo_task_exact,deployment_eligible,device,elapsed_seconds,epochs_executed,hard_cell_accuracy,hard_demo_cell_accuracy,hard_demo_pair_exact_rate,hard_demo_task_exact,hard_export_equivalent,hard_export_sha256,hard_fixed_width_circuit_bits,hard_gates_per_cell_step,hard_invalid_cells,hard_invalid_denominator,hard_invalid_rate,hard_pair_exact_count,hard_pair_exact_rate,hard_task_exact,hardening_task_drop,lodo_cell_accuracy,lodo_pair_exact,model_description_bits,model_kind,neighborhood,parameter_count,parameter_storage_bits,seed,selected_by_demo,selected_horizon,shape_program,soft_cell_accuracy,soft_pair_exact_count,soft_pair_exact_rate,soft_task_exact,state_bits_per_cell,static_channels,status,task_id,test_active_cells,test_dense_macs,test_dynamic_gate_evaluations,test_executed_steps_per_example,test_fixed_point_steps,test_state_bit_updates,variant,workspace_columns,workspace_rows
,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,-1,1.0,,,,,,,,,selected,syn_local_not,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,32,,center,,,-1,1.0,,,,,,,,,selected,syn_local_not,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,625,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,syn_local_not,,,,,,,d4_bgpad_sparse,,
1,1.0,1.0,none,,,,,cuda,4.213853747001849,361,1.0,1.0,1.0,1.0,1.0,6c3aeb15c82014537e8d9e80d4896cf80f22d056d4a924e3a6c161cb1e5d5da4,2704,164,0,15,0.0,1.0,1.0,1.0,0.0,,,,difflogic,,2624,83968,1,1.0,1,same,1.0,1.0,1.0,1.0,4,1,trained,syn_local_not,15,,2460,1,[null],60,dl1,5,4
