source_report,run,dataset,method,seed,abc_status,soft_acc,discrete_acc,acc_gap,unused_gate_ratio,pre_gate_count,pre_depth,pre_fanout_max,abc_pre_nd,abc_pre_edge,abc_pre_cube,abc_pre_lev,abc_post_and,abc_post_lev,abc_and_reduction_vs_pre_nd,abc_level_delta_vs_pre_lev,abc_level_ratio_vs_pre_lev,accuracy_recomputed_after_abc,source_blif_acc,post_abc_discrete_acc,source_acc_delta_vs_results,post_acc_delta_vs_pre_discrete,post_abc_gap_vs_pre_soft,post_gap_delta_vs_pre_gap,source_blif_loss,post_abc_discrete_loss,source_loss_delta_vs_results,post_loss_delta_vs_pre_discrete,source_blif_fanout_max,post_abc_fanout_max,source_blif_unused_node_ratio,post_abc_unused_node_ratio,source_blif_unused_node_count,post_abc_unused_node_count,accuracy_change_after_abc,gap_change_after_abc,gate_count_change_after_abc,depth_change_after_abc,fanout_change_after_abc,unused_gate_ratio_change_after_abc,post_abc_eval_status,post_abc_eval_report,note
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,majority9,block_hard_refit,0,ok,0.5390625,0.953125,0.4140625,0.03125,256,4,15,256,504,479,4,110,5,0.5703125,1.0,1.25,yes,0.953125,0.953125,0.0,0.0,0.4140625,0.0,0.0943923369050026,0.0943923369050026,-7.450580596923828e-09,-7.450580596923828e-09,,,,,,,0.0,0.0,-146.0,1.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,majority9,block_relaxed,0,ok,1.0,0.828125,0.171875,0.04296875,256,4,15,256,504,516,4,97,6,0.62109375,2.0,1.5,yes,0.828125,0.828125,0.0,0.0,0.171875,0.0,0.6925142407417297,0.6925142407417297,5.960464477539063e-08,5.960464477539063e-08,,,,,,,0.0,0.0,-159.0,2.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,majority9,dlgn,0,ok,1.0,0.9453125,0.0546875,0.05859375,256,4,15,256,492,481,4,82,4,0.6796875,0.0,1.0,yes,0.9453125,0.9453125,0.0,0.0,0.0546875,0.0,0.15016832947731018,0.15016832947731018,0.0,0.0,,,,,,,0.0,0.0,-174.0,0.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,majority9,dlgn_anneal,0,ok,1.0,0.953125,0.046875,0.0546875,256,4,15,256,500,496,4,84,4,0.671875,0.0,1.0,yes,0.953125,0.953125,0.0,0.0,0.046875,0.0,0.15597063302993774,0.15597063302993774,-1.4901161193847656e-08,-1.4901161193847656e-08,,,,,,,0.0,0.0,-172.0,0.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,majority9,gumbel_st,0,ok,0.5390625,0.5390625,0.0,0.37109375,256,4,15,256,442,444,4,83,7,0.67578125,3.0,1.75,yes,0.5390625,0.5390625,0.0,0.0,0.0,0.0,2.7088828086853027,2.7088828086853027,0.0,0.0,,,,,,,0.0,0.0,-173.0,3.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,parity8,block_hard_refit,0,ok,0.59375,0.328125,0.265625,0.3359375,256,4,16,256,388,328,4,73,6,0.71484375,2.0,1.5,yes,0.328125,0.328125,0.0,0.0,0.265625,0.0,1.9763877391815186,1.9763877391815186,1.1920928955078125e-07,1.1920928955078125e-07,,,,,,,0.0,0.0,-183.0,2.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,parity8,block_relaxed,0,ok,0.40625,0.453125,0.046875,0.29296875,256,4,16,256,442,415,4,104,7,0.59375,3.0,1.75,yes,0.453125,0.453125,0.0,0.0,0.046875,0.0,2.153820276260376,2.153820276260376,-2.384185791015625e-07,-2.384185791015625e-07,,,,,,,0.0,0.0,-152.0,3.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,parity8,dlgn,0,ok,0.1875,0.390625,0.203125,0.10546875,256,4,16,256,482,455,4,163,6,0.36328125,2.0,1.5,yes,0.390625,0.390625,0.0,0.0,0.203125,0.0,2.5806636810302734,2.5806636810302734,-2.384185791015625e-07,-2.384185791015625e-07,,,,,,,0.0,0.0,-93.0,2.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,parity8,dlgn_anneal,0,ok,0.140625,0.171875,0.03125,0.1484375,256,4,16,256,472,466,4,181,7,0.29296875,3.0,1.75,yes,0.171875,0.171875,0.0,0.0,0.03125,0.0,2.4504201412200928,2.4504201412200928,-2.384185791015625e-07,-2.384185791015625e-07,,,,,,,0.0,0.0,-75.0,3.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
reports/synthesis_timing_v3,bool_seed0_timing_v3_abc,parity8,gumbel_st,0,ok,0.375,0.375,0.0,0.34375,256,4,16,256,436,412,4,74,6,0.7109375,2.0,1.5,yes,0.375,0.375,0.0,0.0,0.0,0.0,1.9701812267303467,1.9701812267303467,2.384185791015625e-07,2.384185791015625e-07,,,,,,,0.0,0.0,-182.0,2.0,not_measured,not_measured,ok,runs/reports_post_abc_eval_v3,ABC optimized BLIF was re-evaluated; post_abc_gap_vs_pre_soft uses the original relaxed soft accuracy and optimized hard BLIF accuracy. Fanout/unused changes use BLIF graph metrics.
