denominator,metric,numerator,value,variant
4,tasks,4,1.0,d4_bgpad_sparse
4,hard_task_exact,0.0,0.0,d4_bgpad_sparse
4,hard_demo_exact,0.0,0.0,d4_bgpad_sparse
4,tasks,4,1.0,d4_sparse
4,hard_task_exact,0.0,0.0,d4_sparse
4,hard_demo_exact,0.0,0.0,d4_sparse
4,tasks,4,1.0,dlf
4,hard_task_exact,0.0,0.0,dlf
4,hard_demo_exact,0.0,0.0,dlf
4,tasks,4,1.0,mlp
4,hard_task_exact,0.0,0.0,mlp
4,hard_demo_exact,2.0,0.5,mlp
4,tasks,4,1.0,sparse
4,hard_task_exact,0.0,0.0,sparse
4,hard_demo_exact,0.0,0.0,sparse
